"label","title","author","journal","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"X.ISI.000290370800007","Non-immunological defense in an evolutionary framework","Parker, Benjamin J. and Barribeau, Seth M. and Laughton, Alice M. and de Roode, Jacobus C. and Gerardo, Nicole M.","TRENDS IN ECOLOGY \& EVOLUTION",26,"5","242-248",2011,"10.1016/j.tree.2011.02.005","After parasite infection, invertebrates activate immune system-based defenses such as encapsulation and the signaling pathways of the innate immune system. However, hosts are often able to defend against parasites without using these mechanisms. The non-immunological defenses, such as behaviors that prevent or combat infection, symbiont-mediated defense, and fecundity compensation, are often ignored but can be important in host parasite dynamics. We review recent studies showing that heritable variation in these traits exists among individuals, and that they are costly to activate and maintain. We also discuss findings from genome annotation and expression studies to show how immune system-based and non-immunological defenses interact. Placing these studies into an evolutionary framework emphasizes their importance for future studies of host parasite coevolution.",2,"MA259","","","",""
"X.ISI.000452178600011","Frequency dependence of pollinator visitation rates suggests that pollination niches can allow plant species coexistence","Benadi, Gita and Pauw, Anton","JOURNAL OF ECOLOGY",106,"5","1892-1901",2018,"10.1111/1365-2745.13025","1. How do many species coexist within a trophic level? Resource niches are the classical answer, but in plants which share a small set of abiotic resources, the possibilities for resource partitioning are limited. One possible explanation is that plant species have different pollination niches, with each species specialized to a subset of the available animal species. If this pollinator partitioning results in negative frequency dependence such that each plant species' reproduction is reduced when it becomes abundant, pollination niches could maintain plant diversity, provided that the strength of negative frequency dependence is sufficient to overcome fitness inequalities between species. 2. We tested this idea by quantifying the effect of species relative abundance on pollinator visitation rate in a 7,000 m(2) plot of South African Fynbos vegetation. In addition, we quantified the effect of intraspecific abundance variation at a smaller spatial scale (9 m(2) plots), documented species' pollination niches, and tested the importance of pollinators for seed set in a subset of the plant species. 3. We found that visitation rate indeed declined sharply across the 33 plant species with increasing abundance, but visitation rate was also somewhat depressed in very rare species such that the resulting relationship between visitation rate and relative abundance was hump-shaped. Pollinator niche partitioning among plant species was evident, but less pronounced than in many other studies. Visitation rate was slightly higher in more generalized species, suggesting that they have access to a larger pollination resource. At the intraspecific level and smaller spatial scale, results were less clear and varied among species. Pollinators enhanced seed set in most species. 4. Synthesis. The results imply that, above an abundance threshold, intraspecific competition for pollination could limit the reproduction of common species, thus promoting plant species coexistence. However, the rarest plant species could become extinct due to pollen limitation, that is, an Allee effect. In addition, interactions with pollinators may introduce frequency-independent fitness differences between plant species, thereby increasing the strength of negative frequency dependence required for stable coexistence. These findings shed new light on the role of the pollination niche in plant coexistence.",1,"MA155","","","",""
"X.ISI.000187724600008","The forager's dilemma: Food sharing and food defense as risk-sensitive foraging options","Dubois, F and Giraldeau, LA","AMERICAN NATURALIST",162,"6","768-779",2003,"10.1086/379202","Although many variants of the hawk-dove game predict the frequency at which group foraging animals should compete aggressively, none of them can explain why a large number of group foraging animals share food clumps without any overt aggression. One reason for this shortcoming is that hawk-dove games typically consider only a single contest, while most group foraging situations involve opponents that interact repeatedly over discovered food clumps. The present iterated hawk-dove game predicts that in situations that are analogous to a prisoner's dilemma, animals should share the resources without aggression, provided that the number of simultaneously available food clumps is sufficiently large and the number of competitors is relatively small. However, given that the expected gain of an aggressive animal is more variable than the gain expected by nonaggressive individuals, the predicted effect of the number of food items in a clump-clump richness-depends on whether only the mean or both the mean and variability associated with payoffs are considered. More precisely, the deterministic game predicts that aggression should increase with clump richness, whereas the stochastic risk-sensitive game predicts that the frequency of encounters resulting in aggression should peak at intermediate clump richnesses or decrease with increasing clump richness if animals show sensitivity to the variance or coefficient of variation, respectively.",1,"MA376","","","",""
"X.ISI.000467692300001","Signal categorization by foraging animals depends on ecological diversity","Kikuchi, David William and Dornhaus, Anna and Gopeechund, Vandana and Sherratt, Thomas N.","ELIFE",8,NA,NA,2019,"10.7554/eLife.43965","Warning signals displayed by defended prey are mimicked by both mutualistic (Mullerian) and parasitic (Batesian) species. Yet mimicry is often imperfect: why does selection not improve mimicry? Predators create selection on warning signals, so predator psychology is crucial to understanding mimicry. We conducted experiments where humans acted as predators in a virtual ecosystem to ask how prey diversity affects the way that predators categorize prey phenotypes as profitable or unprofitable. The phenotypic diversity of prey communities strongly affected predator categorization. Higher diversity increased the likelihood that predators would use a `key' trait to form broad categories, even if it meant committing errors. Broad categorization favors the evolution of mimicry. Both species richness and evenness contributed significantly to this effect. This lets us view the behavioral and evolutionary processes leading to mimicry in light of classical community ecology. Broad categorization by receivers is also likely to affect other forms of signaling.",1,"MA322","","","",""
"Brissac2016","Unexpected structured intraspecific diversity of thioautotrophic bacterial gill endosymbionts within the Lucinidae (Mollusca: Bivalvia)","Brissac, T. and Higuet, D. and Gros, O. and Merot, H.","Marine Biology",163,"8",NA,2016,"10.1007/s00227-016-2949-0","In chemoautotrophic associations, sequence comparison of 16S rRNA has been the method of choice to study bacterial diversity in the context of host/symbiont coevolution. However, the relative low rate of evolution of 16S rRNA has been shown to result in a diminished capacity to discriminate between closely related bacterial strains or species. Within chemoautotrophic associations, as described in several studies, the use of other genetic markers may reveal previously unobserved strain diversity among gill endosymbionts. Herein, we conducted a survey of symbionts harbored by six species within the Lucinidae family using five genetic markers (dnaE, gyrB, aprA, cbbL genes and the 16S23S internal transcribed spacer). Thus, within the already described SoLuc_1 bacterial species shared by six host species we observed an obvious bacterial strain diversity. This diversity is structured in function of the geographic location of the hosts and not in function of ecological parameters or host phylogeny. Interestingly at the local level (same seagrass bed environment), we observed an unexpected specificity in host species/bacterial strain association (i.e., all individuals of the same host species harbor the same symbiotic sequence type). This specificity of association implied that there was a control of symbiont strain acquisition by the host, which was confirmed by a cross-infection experiment of starved adults performed in our study. Based upon our results and other evidence from the literature, we hypothesize that this pattern may be due to a capture/escape type antagonist evolution of the two partners.  2016, Springer-Verlag Berlin Heidelberg.",1,"MA400","","","",""
"X.ISI.000310266600004","The role of frugivory in the diversification of bats in the Neotropics","Rojas, Danny and Vale, Angel and Ferrero, Victoria and Navarro, Luis","JOURNAL OF BIOGEOGRAPHY",39,"11","1948-1960",2012,"10.1111/j.1365-2699.2012.02709.x","Aim Ecological interactions are among the most important biotic factors influencing the processes of speciation and extinction. Our aim was to test whether diversification rates of New World Noctilionoidea bats are associated with specialization for frugivory, and how this pattern differs between the mainland and the West Indies. Location The New World. Methods We reconstructed a time-calibrated molecular phylogenetic hypothesis for the New World genera of the superfamily Noctilionoidea. We compiled data on diet, morphology, geographical distribution and number of ecoregions in which each genus occurs. Then, using the phylogenetic tree constructed, we tested whether diversification was driven by diet (animalivorous and sanguinivorous versus nectarivorous and frugivorous) and specialization for frugivory. Afterwards, we conducted phylogenetic comparative analyses to identify correlates of species richness and net diversification rates. Results The diversification rate was higher in mutualistic than in antagonistic clades in mainland and Antillean biogeographical scenarios, but only strictly frugivorous clades showed a markedly higher diversification rate than the rest of the genera. Geographical range and number of ecoregions were positively associated with species richness and diversification rate in continental and insular lineages. Lower body mass, lower forearm length and specialization for frugivory were significantly positively correlated with higher diversification rates in continental lineages, whereas these parameters were negatively correlated in Antillean lineages. Main conclusions The direction of the relationship of intrinsic factors (specialization for frugivory and body size) with diversification of noctilionoid bats depends on the biogeographical context, whereas the direction of the relationship of extrinsic factors (geographical range and number of ecoregions) with diversification is consistent in both mainland and the West Indian lineages.",1,"MA385","","","",""
"X.ISI.000263092500010","On the Morphology of Balaenophilus manatorum (Ortiz, Lalana, and Torres) (Copepoda: Harpacticoida) from Sea Turtles of the Mexican Pacific with Notes on Intraspecific Variation","Suarez-Morales, Eduardo and Lazo-Wasem, Eric A.","COMPARATIVE PARASITOLOGY",76,"1","84-92",2009,"10.1654/4351.1","Specimens of the ectoparasitic harpacticoid Balaenophilus manatorum (Ortiz, Lalana, and Torres, 1992) (Copepoda: Harpacticoida) were collected recently from the skin of sea turtles nesting along the Pacific coast of central Mexico. Adult specimens were compared with descriptions of specimens collected around Japan and Cuba. The intra-Pacific and the northwestern Atlantic specimens differed in subtle character states of the antennule, antennal exopod, swimming legs 1-4, and female and male fifth legs. Differences were within the range of intraspecific variability, as inferred from (1) the level of morphological divergence of B. manatorum? from its only congener, Balaenophilus unisetus, also an epibiont of marine vertebrates. (2) the broad distribution of both species as a result of their widely ranging hosts, and (3) morphological differences, which were not geographically consistent. No differences were found between specimens collected from different host species, which are presumed to have different migration patterns and geographic ranges.",1,"MA262","","","",""
"Rodrguez.Rodrguez20171266","Functional consequences of plant-animal interactions along the mutualism-antagonism gradient","Rodrguez-Rodrguez, M.C. and Jordano, P. and Valido, A.","Ecology",98,"5","1266-1276",2017,"10.1002/ecy.1756","Plant-animal interactions are pivotal for ecosystem functioning, and usually form complex networks involving multiple species of mutualists as well as antagonists. The costs and benefits of these interactions show a strong context-dependency directly related to individual variation in partner identity and differential strength. Yet understanding the context-dependency and functional consequences of mutualistic and antagonistic interactions on individuals remains a lasting challenge. We use a network approach to characterize the individual, plant-based pollination interaction networks of the Canarian Isoplexis canariensis (Plantaginaceae) with a mixed assemblage of vertebrate mutualists (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and predispersal seed predators). We identify and quantify interaction typologies based on the sign (mutualistic vs. antagonistic) and strength (weak vs. strong) of animal-mediated pollination and test the relationship with individual female reproductive success (FRS). In addition, we document pollinator movement patterns among individual plants to infer events of pollen transfer/receipt that define the plant mating networks and test the relationship with FRS. We identify six interaction typologies along a mutualism-antagonism gradient, with two typologies being over-represented involving both mutualists and antagonists and influencing FRS. Plants showing strong mutualistic interactions, but also (weak or strong) interactions with antagonists are relatively better connected in the mating network (i.e., with higher potential to transfer or receive pollen). Thus, mixed flower visitor assemblages with mutualists and antagonists give plants increased their importance in the mating networks, promote outcrossing and increasing both female and male fitness. Our approach helps characterize plant-animal interaction typologies, the context-specificity of diversified mutualisms, and a better forecasting of their functional consequences.  2017 by the Ecological Society of America",2,"MA160","","","",""
"Stackebrandt2013307","Bacterial Biodiversity","Stackebrandt, E.","Encyclopedia of Biodiversity: Second Edition",NA,NA,"307-316",2013,"10.1016/B978-0-12-384719-5.00432-9","Bacterial diversity comprises the total variability of prokaryotic life on Earth, covering all genomic, phenetic, phylogenetic, and ecological variations from the level of an individual strain to the community that evolved over a time span of probably more than 3.5 billion years. Determination of the extent of diversity is mainly restricted to cultured prokaryotes because the vast majority of strains are not yet accessible for subsequent research. Strains involved in obligate symbiotic and parasitic relationships with their eukaryotic hosts and free-living strains for which appropriate culture conditions have not been developed can at best be detected by molecular techniques. This article summarizes results of recent approaches that have broadened the bacteriologist's view about the immense richness of prokaryotic diversity.  2001 Elsevier Inc. All rights reserved.",1,"MA26","","","",""
"Matthews20181227","Feather mite abundance varies but symbiotic nature of mite-host relationship does not differ between two ecologically dissimilar warblers","Matthews, A.E. and Larkin, J.L. and Raybuck, D.W. and Slevin, M.C. and Stoleson, S.H. and Boves, T.J.","Ecology and Evolution",8,"2","1227-1238",2018,"10.1002/ece3.3738","Feather mites are obligatory ectosymbionts of birds that primarily feed on the oily secretions from the uropygial gland. Feather mite abundance varies within and among host species and has various effects on host condition and fitness, but there is little consensus on factors that drive variation of this symbiotic system. We tested hypotheses regarding how within-species and among-species traits explain variation in both (1) mite abundance and (2) relationships between mite abundance and host body condition and components of host fitness (reproductive performance and apparent annual survival). We focused on two closely related (Parulidae), but ecologically distinct, species: Setophaga cerulea (Cerulean Warbler), a canopy dwelling open-cup nester, and Protonotaria citrea (Prothonotary Warbler), an understory dwelling, cavity nester. We predicted that feather mites would be more abundant on and have a more parasitic relationship with P.citrea, and within P.citrea, females and older individuals would harbor greater mite abundances. We captured, took body measurements, quantified feather mite abundance on individuals primaries and rectrices, and monitored individuals and their nests to estimate fitness. Feather mite abundance differed by species, but in the opposite direction of our prediction. There was no relationship between mite abundance and any measure of body condition or fitness for either species or sex (also contrary to our predictions). Our results suggest that species biology and ecological context may influence mite abundance on hosts. However, this pattern does not extend to differential effects of mites on measures of host body condition or fitness.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",2,"MA143","","","",""
"X.ISI.000186738000019","Slow algae, fast fungi: exceptionally high nucleotide substitution rate differences between lichenized fungi Omphalina and their symbiotic green algae Coccomyxa","Zoller, S and Lutzoni, F","MOLECULAR PHYLOGENETICS AND EVOLUTION",29,"3","629-640",2003,"10.1016/S1055-7903(03)00215-X","Omphalina basidiolichens are obligate mutualistic associations of a fungus of the genus Omphalina (the exhabitant) and a unicellular green alga of the genus Coccomyxa (the inhabitant). It has been suggested that symbiotic inhabitants have a lower rate of genetic change compared to exhabitants because the latter are more exposed to abiotic environmental variation and competition from other organisms. In order to test this hypothesis we compared substitution rates in the nuclear ribosomal internal transcribed spacer region (ITS1, 5.8S, ITS2) among fungal species with rates among their respective algal symbionts. To ensure valid comparisons, only taxon pairs (12) with a common evolutionary history were used. On average, substitution rates in the ITS1 portion of Omphalina pairs were 27.5 times higher than rates in the corresponding pairs of Coccomyxa since divergence from their respective ancestor at the base of the Omphalina/Coccomyxa lineage. Substitution rates in the 5.8S and the ITS2 portions were 2.4 and 18.0 times higher, respectively. The highest rate difference (43.0) was found in the ITS1 region. These are, to our knowledge, the highest differences of substitution rates reported for symbiotic organisms. We conclude that the Omphalina model system conforms to the proposed hypothesis of lower substitution rates in the inhabitant, but that the mode of transmission of the inhabitant (vertical versus horizontal) could be a prevailing factor in the regulation of unequal rates of nucleotide substitution between co-evolving symbionts. Our phylogenetic study of Coccomyxa revealed three main lineages within this genus, corresponding to free-living :Coccomyxa, individuals isolated from basidiolichens Omphalina and Coccomyxa isolated from ascolichens belonging to the Peltigerales. (C) 2003 Elsevier Science (USA). All rights reserved.",2,"MA324","","","",""
"X.ISI.A1992HL78900012","DOES HOST-PLANT QUALITY MEDIATE APHID-ANT MUTUALISM","BRETON, LM and ADDICOTT, JF","OIKOS",63,"2","253-259",1992,"10.2307/3545385","We investigated the hypothesis that variation in the quality of the host plant (Epilobium angustifolium) mediated the mutualistic interaction between a phloem-feeding homopteran (Aphis varians) and the ant (Formica cinerea) tending it.  First, we used a bioassay to define the quality of Epilobium for A. varians.  We established cohorts of first-instar A. varians on fireweed shoots of different heights.  Development time, size at maturity, and the number and size of embryos per adult were significantly correlated with plant height.  Therefore, plant height provided an indirect measure of plant quality. Second, we experimentally tested the effects of plant height and tending by ants on the growth of aphid populations.  We conducted this experiment in the absence of natural enemies of A. varians in order to examine the direct link between plants, aphids and ants, rather than the indirect links involving the natural enemies of aphids.  As expected, population growth of A. varians on individual Epilobium ramets was positively correlated with plant height.  However, in the absence of natural enemies, the effect of ants on the growth of aphid populations did not vary with plant height.  The absence of an interaction between tending by ants and plant quality was probably due to two processes. First, although there were more ants tending on higher quality host plants, the absolute number of ants tending aphids was low and the increase in the number of ants with increases in plant quality was small.  Second, in the absence of natural enemies and at initial densities of approximately 100 aphids per plant, we were unable to detect a significant effect of ants on the growth of aphid populations. We conclude that host-plant mediation did not occur in this aphid-ant interaction, but we do not know whether this was the result of 1) excluding predators, 2) using initial densities above which ants no longer benefit aphids, 3) the low numbers of ants, or 4) small sample sizes.",1,"MA101","","","",""
"X.ISI.000306138700003","Factors Affecting Interspecific Aggression in a Year-Round Territorial Species, the Jewel Damselfish","Di Paola, Valentina and Vullioud, Philippe and Demarta, Lanila and Alwany, Magdy A. and Ros, Albert F. H.","ETHOLOGY",118,"8","721-732",2012,"10.1111/j.1439-0310.2012.02063.x","Vertebrates live in complex species networks in which interspecific interactions are common. In some contexts, the aggressive behaviours shown in these interspecific interactions are very similar to those shown in intraspecific interactions. It is still an open question whether intra- and interspecific aggression share common causality. We studied a year-round territorial species the jewel damselfish, (Plectroglyphidodon lacrymatus), which cultivate algae they feed on. Territory holders aggressively defend these algae that are an attractive resource for many other species. In this study, we recorded territorial aggression in free-living individuals and recorded aggressive responses to a standardized territorial intrusion test in captive individuals. Field observations indicated that territorial aggression was selectively targeted towards food competitors. Independent of the size of the species, aggression was more frequent towards common species around their territories. This relationship was confirmed experimentally by confronting the jewel damselfish with novel objects to which the subjects were exposed either frequently or rarely. We suggest that jewel damselfish have to learn which species are competitors and therefore should be chased. In a standardized intrusion test with captive individuals, no significant differences were found in territorial responses towards intra- or interspecific intruders. Neither territorial aggression nor the intrusion showed any relationship with plasma androgen levels. Together, these data suggest that experience might be more important in non-seasonal territorial aggression than circulating hormonal factors.",1,"MA139","","","",""
"Cheplick20142068","Competitive outcomes depend on host genotype, but not clavicipitaceous fungal endophytes, in Lolium perenne (Poaceae)","Cheplick, G.P. and Harrichandra, A.P. and Liu, A.","American Journal of Botany",101,"12","2068-2078",2014,"10.3732/ajb.1400264","Premise of the study: Cool-season grasses infected by endophytic fungal symbionts sometimes show improved tolerance of herbivory and abiotic stresses, but the potential effects of endophytes on host competitive ability are unclear. This study examined intraspecific competition among variable genotypes of Lolium perenne with and without the endophyte Epichlo festucae var. lolii (Clavicipitaceae, Ascomycota) to assess the effect of infection on competitive outcomes. Methods: Eleven host genotypes distributed among infected plants of four cultivars of L. perenne were used for two pairwise competition experiments. In the greenhouse, an infected or uninfected ramet of each genotype was grown alone and paired in competition with a ramet of an uninfected genotype of a native accession of L. perenne. Tiller numbers and root and shoot dry mass were determined for targets and competitor plants after 15 wk. Key results: Competition and host genotype had highly significant effects on all measured variables. However, endophyte-mediated effects on hosts were minor, and those that occurred depended on genotype. In addition, endophytic status of target plants did not influence tiller number or dry mass in 10 of 11 competitor genotypes, although these native genotypes did significantly vary in their competitive performance. Conclusions: Genotypic variation among cultivars and accessions from native populations of L. perenne determines the effect of both intraspecific competition and infection by a fungal endophyte. However, in the absence of herbivory, asexual clavicipi-taceous endophytes may not be as important to host success in competitive environments as previously thought in this globally important grass species.  2014 Botanical Society of America.",1,"MA64","","","",""
"X.ISI.000360846200005","Volatile-mediated location of mutualist host and toxic non-host microfungi by Drosophila larvae","Stoetefeld, Laura and Holighaus, Gerrit and Schuetz, Stefan and Rohlfs, Marko","CHEMOECOLOGY",25,"5","271-283",2015,"10.1007/s00049-015-0197-2","In analogy to herbivores, fungivorous animals may find suitable host fungi using fungal volatiles as infochemicals and to distinguish between fungi of varying suitability. This study tests the influence of volatiles emitted by micro-fungi, yeast and mould, on the foraging behaviour of facultative fungivorous Drosophila melanogaster larvae. We hypothesised that establishing or avoiding contact with edible yeast (host fungus) and inedible, toxic mould (non-host fungus) is regulated by fungus-specific variation in volatile production. In particular, we expected the non-host fungus to produce specific volatiles that repel fly larvae and thus contribute to signal inedibility. By quantifying innate variation in arrival of individual D. melanogaster larvae at colonies of the mutualist yeast Candida californica or of the antagonistic mould Penicillium expansum, we found the yeast to attract more rapidly a larger number of larvae than the mould did. The developmental stage (young, vegetative vs. old, sporulating) of P. expansum did not affect arrival of larvae at fungal colonies. We used gas chromatography coupled with mass spectrometry (GC-MS) to identify the composition of fungal volatiles. Four compounds appeared to be yeast-specific, twenty to be mould-specific volatiles. Eight volatiles were consistently produced by both young and old P. expansum. Two compounds, 3-methyl-1-butanol and 2-methyl-1-propanol, were released by P. expansum (young and old) as well as C. californica. Time-dependent behavioural response profiles of similar to 750 D. melanogaster larvae revealed innate attraction to three alcohols produced by yeast and/or moulds and to two yeast-specific organic acids. We found no indication of a repellent effect of mould-specific compounds, including terpenoids like geosmin known to elicit strong avoidance behaviour of adult D. melanogaster in response to harmful microbes. Also, synthetic mould and yeast-specific blends of attractive compounds were equally attractive to the larvae. With respect to the species combinations investigated in this study, we hypothesize that qualitative differences in fungal volatile profiles are of minor relevance in how Drosophila larvae locate and probably discriminate between fungi of varying suitability.",1,"MA407","","","",""
"X.ISI.000238533400019","Fitness consequences of pheromone production and host selection strategies in a tree-killing bark beetle (Coleoptera : Curculionidae : Scolytinae)","Pureswaran, DS and Sullivan, BT and Ayres, MP","OECOLOGIA",148,"4","720-728",2006,"10.1007/s00442-006-0400-9","Timing of arrival at a resource often determines an individual's reproductive success. Tree-killing bark beetles can reproduce in healthy trees by attacking in adequate numbers to overcome host defences that could otherwise be lethal. This process is mediated by aggregation and antiaggregation pheromones. Beetles that arrive early in such a ``mass attack{''} must contend with undiminished tree defences, and produce enough pheromones to attract more beetles, but have a head start on gallery construction and egg-laying. Beetles that arrive late may be impeded by competition and diminishing availability of phloem, but should experience fewer costs associated with pheromone production and battling tree defences. We investigated relationships between timing of arrival, body size, pheromone production and fitness in the southern pine beetle, Dendroctonus frontalis. In field experiments, we captured beetles that arrived early (pioneers) and late on slash pine trees, Pinus elliottii, and measured pheromone amounts in their hindguts. We marked gallery entrances of beetles as they landed on a tree and measured their reproductive success after the attack terminated. We found no difference in body size or pheromone amounts between early and late arrivers. Most beetles arrived at the middle of the attack sequence, and excavated longer galleries per day than early arrivers. The number of offspring produced per day by beetles that established galleries midway through mass attack was higher than those that arrived early or very late in the sequence. Our results suggest that beetles do not exhibit adaptive phenotypic plasticity in pre-landing pheromone production, depending on the extent of previous colonisation of a host. Rather, it appears that stabilising selection favours beetles that attack in the middle of the sequence, and contributes to attack synchrony. Synchronous attack on trees is essential before population booms characteristic of tree-killing bark beetles can occur in nature.",1,"MA148","","","",""
"X.ISI.A1997WM92100001","Cooperation and conflict in the evolution of individuality .1. Multilevel selection of the organism","Michod, RE","AMERICAN NATURALIST",149,"4","607-645",1997,"10.1086/286012","This article studies the transition in evolution from cells to multicellular organisms. The issues considered are applicable to all major transitions in the units of evolution that share two themes: the emergence of cooperation and the regulation of conflict among the lower-level units, in this case, cells. Explicit genetic models of mutation and selection both within and between organisms are studied in sexual and asexual haploid and diploid organisms without a germ line. The results may be understood in terms of the differing opportunities for within-and between-organism selection under the different reproductive modes and parameter values. Cooperation among cells increases when the fitness covariance at the level of the organism overcomes within-organism change toward defecting cells. Selection and mutation during development generate significant levels of within-organism variation and lead to significant variation in organism fitness at equilibrium. The levels of cooperativity attained can be low, even with reproduction passing through a single-cell zygote stage and the high kinship that entails. Sex serves to maintain higher levels of cooperation and lower levels of within-organism change. Fixed size may help organisms reduce conflict among cells.",2,"MA77","","","",""
"X.ISI.000305240900012","Root Herbivore Effects on Aboveground Multitrophic Interactions: Patterns, Processes and Mechanisms","Soler, Roxina and Van der Putten, Wim H. and Harvey, Jeffrey A. and Vet, Louise E. M. and Dicke, Marcel and Bezemer, T. Martijn","JOURNAL OF CHEMICAL ECOLOGY",38,"6, SI","755-767",2012,"10.1007/s10886-012-0104-z","In terrestrial food webs, the study of multitrophic interactions traditionally has focused on organisms that share a common domain, mainly above ground. In the last two decades, it has become clear that to further understand multitrophic interactions, the barrier between the belowground and aboveground domains has to be crossed. Belowground organisms that are intimately associated with the roots of terrestrial plants can influence the levels of primary and secondary chemistry and biomass of aboveground plant parts. These changes, in turn, influence the growth, development, and survival of aboveground insect herbivores. The discovery that soil organisms, which are usually out of sight and out of mind, can affect plant-herbivore interactions aboveground raised the question if and how higher trophic level organisms, such as carnivores, could be influenced. At present, the study of above-belowground interactions is evolving from interactions between organisms directly associated with the plant roots and shoots (e.g., root feeders - plant - foliar herbivores) to interactions involving members of higher trophic levels (e.g., parasitoids), as well as non-herbivorous organisms (e.g., decomposers, symbiotic plant mutualists, and pollinators). This multitrophic approach linking above- and belowground food webs aims at addressing interactions between plants, herbivores, and carnivores in a more realistic community setting. The ultimate goal is to understand the ecology and evolution of species in communities and, ultimately how community interactions contribute to the functioning of terrestrial ecosystems. Here, we summarize studies on the effects of root feeders on aboveground insect herbivores and parasitoids and discuss if there are common trends. We discuss the mechanisms that have been reported to mediate these effects, from changes in concentrations of plant nutritional quality and secondary chemistry to defense signaling. Finally, we discuss how the traditional framework of fixed paired combinations of root- and shoot-related organisms feeding on a common plant can be transformed into a more dynamic and realistic framework that incorporates community variation in species, densities, space and time, in order to gain further insight in this exciting and rapidly developing field.",1,"MA312","","","",""
