title,abstract,abstract.id,screener.id,decision,scale,topic
"Sexual conflict, ecology, and breeding systems in shorebirds","Evolutionary biologists strive to understand the immense variation in animals' breeding systems. Shorebirds represent an ideal model system for this endeavor, because they exhibit diverse breeding systems that include monogamy, with the parents cooperating to rear the young; and polygamy by the male, the female, or both parents, with one parent taking full responsibility for incubating the eggs and rearing the young. Recent experimental manipulations, mathematical models, and phylogenetic analyses reveal that evolutionary pressures may diverge as they act on mated pairs of shorebirds, favoring one parent at a cost to the other. We argue that different reproductive payoffs for the male and the female have had fundamental implications for the evolution of diverse breeding systems.  2006 American Institute of Biological Sciences.",MA320,NM,include,intraspecific,theory; male-female;
Sexual cooperation relies on food controlled by females in agromyzid flies,"A sex difference in mating optima generates antagonistic traits that impose costs on the opposite sex. This conflict can be mediated by food that increases mutual benefits. Although current understanding of sexual cooperation involving food is based exclusively on mating systems with male food control, recent studies have suggested universal female food control across taxa. However, there have been no empirical studies testing food's role in facilitating sexual cooperation in this scenario. Here, we examined the interplay of food availability and mating in the pea leafminer, Liriomyza huidobrensis, the males of which feed on the exudates from the leaf punctures created by female ovipositors. Given the association between female oviposition and food production, we infer that food controlled by females may alter male optima in mating and thus modulate male courtship strategies for mating. Mating stimulated females to produce abundant punctures, which benefited male feeding and survival. When males were deprived of the punctures, they adopted an elaborate dancing behaviour, leading to increased receptivity of females. However, when males adopted an alternative strategy of directly approaching females, they obtained fewer punctures. After preferential mating with dancing males, females significantly prolonged their life span and increased offspring numbers. Sexual cooperation in leafminers can be explained by the nutritional composition of plant exudates, which we found contain abundant sugars and amino acids. The plant exudates are vital food for males, but their nutritional value and availability rapidly declined with time. Our study reveals that the food produced by females can provide mutual benefits to male survival and female reproduction. Our study of food control by females extends our understanding of evolution in sexual cooperation.  2019 The Association for the Study of Animal Behaviour",MA321,NM,include,intraspecific,male-female;
Signal categorization by foraging animals depends on ecological diversity,"Warning signals displayed by defended prey are mimicked by both mutualistic (Mullerian) and parasitic (Batesian) species. Yet mimicry is often imperfect: why does selection not improve mimicry? Predators create selection on warning signals, so predator psychology is crucial to understanding mimicry. We conducted experiments where humans acted as predators in a virtual ecosystem to ask how prey diversity affects the way that predators categorize prey phenotypes as profitable or unprofitable. The phenotypic diversity of prey communities strongly affected predator categorization. Higher diversity increased the likelihood that predators would use a `key' trait to form broad categories, even if it meant committing errors. Broad categorization favors the evolution of mimicry. Both species richness and evenness contributed significantly to this effect. This lets us view the behavioral and evolutionary processes leading to mimicry in light of classical community ecology. Broad categorization by receivers is also likely to affect other forms of signaling.",MA322,NM,include,intraspecific,predator-prey
Simple foraging rules in competitive environments can generate socially structured populations,"Social vertebrates commonly form foraging groups whose members repeatedly interact with one another and are often genetically related. Many species also exhibit within-population specializations, which can range from preferences to forage in particular areas through to specializing on the type of prey they catch. However, within-population structure in foraging groups, behavioral homogeneity in foraging behavior, and relatedness could be outcomes of behavioral interactions rather than underlying drivers. We present a simple process by which grouping among foragers emerges and is maintained across generations. We introduce agent-based models to investigate (1) whether a simple rule (keep foraging with the same individuals when you were successful) leads to stable social community structure, and (2) whether this structure is robust to demographic changes and becomes kin-structured over time. We find the rapid emergence of kin-structured populations and the presence of foraging groups that control, or specialize on, a particular food resource. This pattern is strongest in small populations, mirroring empirical observations. Our results suggest that group stability can emerge as a product of network self-organization and, in doing so, may provide the necessary conditions for the evolution of more sophisticated processes, such as social learning. This taxonomically general social process has implications for our understanding of the links between population, genetic, and social structures.",MA323,NM,exclude,,
Small and variable sperm sizes suggest low sperm competition despite multiple paternity in a lekking suboscine bird,"Sperm competition, whereby sperm from multiple males compete to fertilize an egg, selects for adaptations that increase fertilization success. Because fertilization success is related to sperm number, size, and quality, both interspecific and intraspecific variation in these traits are predicted to correlate with the level of sperm competition. Specifically, species and individuals that experience high sperm competition are predicted to produce more sperm per ejaculate, produce longer sperm, and exert higher quality control, resulting in reduced numbers of morphologically abnormal sperm and reduced size variation via selection for the most successful sperm phenotype. However, the causes of sperm morphological and size variation and its consequences for sperm competition remain poorly understood, especially within species. We quantified variation in sperm morphology, size, and number in the Lancetailed Manakin (Chiroxiphia lanceolata), a Neotropical suboscine passerine with a cooperative lek mating system. Although alpha-status males sire almost all chicks, the numbers of sperm produced per ejaculate by betas, nonterritorial adults, and subadult males were similar to those produced by alphas. Sperm counts declined with age in alphas, which may explain the decreased siring success of older alphas. Most ejaculates contained both normal helical sperm and abnormal sperm with rounded heads. The proportion of morphologically normal sperm per ejaculate was unrelated to social status or age. The coefficients of variation in sperm component length (head, tail, and total) both between and within alpha males were comparable to variation reported in passerines with low sperm competition. Total sperm length was shorter than in the majority of avian species studied to date, and cloacal protuberance and relative testis size were small. These results indicate low sperm competition, despite evidence for multiple paternity, or that sperm number rather than sperm morphology may be a major postcopulatory mediator of male reproductive success in this species. This work represents the first thorough quantification of intraspecific sperm variability in a suboscine passerine. Copyright  2014 American Ornithologists' Union.",MA325,NM,include,intraspecific,sperm-competition
Social bonds and genetic ties: Kinship association and affiliation in a community of bonobos (Pan paniscus),"Studies of captive populations of bonobos suggest that females are more gregarious than males. This seems to contradict assumed sex-differences in kinship deriving from a species-typical dispersal pattern of female exogamy and male philopatry. Here we present data on spatial associations and affiliative relations among members of one wild community (Eyengo) for which genetic relationships were identified by analysing mitochondrial and nuclear DNA. Our data from Lomako confirm the existence of spatial associations among resident females. In addition, they reveal strong social bonds between males and females. While most female-female associations did not last longer than one field season, long-term associations occurred predominantly between mixed-sex dyads and involved both close kin and unrelated individuals. Differences in social grooming appeared to be related to patterns of spatial association rather than to kinship. It is suggested that under natural conditions social organisation of bonobos is characterised by strong inter-sexual bonds. Males may benefit from bonding with females by increased reproductive success via rank acquisition. For females benefits may derive from inclusive fitness and reduced food competition. Preliminary evidence suggests that females also may benefit from protection by resident males against male intruders.",MA329,NM,exclude,,
Social influences on survival and reproduction: Insights from a long-term study of wild baboons,"For social species, the environment has two components: physical and social. The social environment modifies the individual's interaction with the physical environment, and the physical environment may in turn impact individuals social relationships. This interplay can generate considerable variation among individuals in survival and reproduction. Here, I synthesize more than four decades of research on the baboons of the Amboseli basin in southern Kenya to illustrate how social and physical environments interact to affect reproduction and survival. For immature baboons, social behaviour can both mitigate and exacerbate the challenge of survival. Only c. 50% of live-born females and c. 44% of live-born males reach the median age of first reproduction. Variation in pre-adult survival, growth and development is associated with multiple aspects of the social environment. For instance, conspecifics provide direct care and are a major source of social knowledge about food and the environment, but conspecifics can also represent a direct threat to survival through infanticide. In adulthood, both competition (within and between social groups) and cooperative affiliation (i.e. collective action and/or the exchange of social resources such as grooming) are prominent features of baboon social life and have important consequences for reproduction and survival. For instance, adult females with higher social dominance ranks have accelerated reproduction, and adult females that engage in more frequent affiliative social interactions have higher survival throughout adulthood. The early life environment also has important consequences for adult reproduction and survival, as in a number of other bird and mammal species. In seasonal breeders, early life effects often apply to entire cohorts; in contrast, in nonseasonal and highly social species such as baboons, early life effects are more individual-specific, stemming from considerable variation not only in the early physical environment (even if they are born in the same year) but also in the particulars of their social environment.  2018 The Authors. Journal of Animal Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society",MA335,NM,exclude,,
Some ecological roots of pest control,Development of pest management systems rests on relatively few major ecological principles and these underly the tactics and strategies available. Many are so self-evident that we often ignore their underlying significance. They are (1) the principle of inherent variation in the genetic properties of organisms; (2) the principle that an organism must be adapted to its environment and becomes so through its evolution; (3) the principle that all organisms require adequate nutrition; (4) the principle that to perpetuate their kind organisms must reproduce; (5) the principle that as organisms are born immature they must grow and develop; (6) the principle that life presents various compensations tending to correct for adverse occurrences; (7) the principle that most organisms derive their sustenance from other living organisms (predation); (8) the principle that organisms commonly suffer from depletion of resources by other organisms (competition among the same or different kinds of organisms); (9) the principle that cooperation serves many species well; (10) the principle that organisms must move about and do things (possess mobility and other behavior); and (11) the principle of holism and interactions among factors in ecosystems. Examples are given showing that advances in our knowledge in each of these basic areas are significant in developing ecologically sound pest management systems.  1974 Le Franois.,MA341,NM,exclude,,
Spare to share? How does interindividual variation in metabolic rate influence food sharing in the honeybee?,"A central benefit of group living is the cooperative acquisition and sharing of resources but the costs associated with these processes can set up a potential conflict between individual and group level fitness. Within a honeybee colony, the task of resource acquisition is relegated to the foragers and any interindividual differences in their metabolic rate and the consequent carbohydrate demand may pose a constraint on the amount of resources they can contribute to the colony. We investigated whether the carbohydrate demand of a forager is a function of her metabolic rate and if this impacts the amount of food she shares with the nestmates. Our results show that the sucrose consumption rates of foragers with high metabolic rates did not meet their carbohydrate demand, placing them at an energy deficit while those with lower metabolic rates had an energy surplus. Our food sharing experiments showed a trend but did not detect a significant difference among individuals with different consumption rates in terms of the amount of food they shared with their nestmates. These results suggest that honeybee foragers with different metabolic rates are likely to differ in terms of whether they have an energy surplus or deficit, but more long-term datasets may be required to detect how this may influence food sharing.",MA343,NM,include,intraspecific,competition-cooperation;
Species mtDNA genetic diversity explained by infrapopulation size in a host-symbiont system,"Understanding what shapes variation in genetic diversity among species remains a major challenge in evolutionary ecology, and it has been seldom studied in parasites and other host-symbiont systems. Here, we studied mtDNA variation in a host-symbiont non-model system: 418 individual feather mites from 17 feather mite species living on 17 different passerine bird species. We explored how a surrogate of census size, the median infrapopulation size (i.e., the median number of individual parasites per infected host individual), explains mtDNA genetic diversity. Feather mite species genetic diversity was positively correlated with mean infrapopulation size, explaining 34% of the variation. As expected from the biology of feather mites, we found bottleneck signatures for most of the species studied but, in particular, three species presented extremely low mtDNA diversity values given their infrapopulation size. Their star-like haplotype networks (in contrast with more reticulated networks for the other species) suggested that their low genetic diversity was the consequence of severe bottlenecks or selective sweeps. Our study shows for the first time that mtDNA diversity can be explained by infrapopulation sizes, and suggests that departures from this relationship could be informative of underlying ecological and evolutionary processes.  2015 Published by John Wiley & Sons Ltd.",MA346,NM,exclude,,
State-space modelling of the drivers of movement behaviour in sympatric species,"Understanding animal movement behaviour is key to furthering our knowledge on intra- and inter-specific competition, group cohesion, energy expenditure, habitat use, the spread of zoonotic diseases or species management. We used a radial basis function surface approximation subject to minimum description length constraint to uncover the state-space dynamical systems from time series data. This approximation allowed us to infer structure from a mathematical model of the movement behaviour of sheep and red deer, and the effect of density, thermal stress and vegetation type. Animal movement was recorded using GPS collars deployed in sheep and deer grazing a large experimental plot in winter and summer. Information on the thermal stress to which animals were exposed was estimated using the power consumption of mechanical heated models and meteorological records of a network of stations in the plot. Thermal stress was higher in deer than in sheep, with less differences between species in summer. Deer travelled more distance than sheep, and both species travelled more in summer than in winter; deer travel distance showed less seasonal differences than sheep. Animal movement was better predicted in deer than in sheep and in winter than in summer; both species showed a swarming behaviour in group cohesion, stronger in deer. At shorter separation distances swarming repulsion was stronger between species than within species. At longer separation distances inter-specific attraction was weaker than intra-specific; there was a positive density-dependent effect on swarming, and stronger in deer than in sheep. There was not clear evidence which species attracted or repelled the other; attraction between deer at long separation distances was stronger when the model accounted for thermal stress, but in general the dynamic movement behaviour was hardly affected by the thermal stress. Vegetation type affected intra-species interactions but had little effect on inter-species interactions. Our modelling approach is useful in interpreting animal interactions, in order to unravel complex cooperative or competitive behaviours, and to the best of our knowledge is the first modelling attempt to make predictions of multi-species animal movement under different habitat mosaics and abiotic environmental conditions.  2015 Prez-Barbera et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",MA353,NM,exclude,,
Symbiotic sympatric speciation through interaction-driven phenotype differentiation,"A mechanism of genetic diversification and reproductive isolation is presented based on the interaction-induced diversification of phenotypes. First, phenotypes of individuals with identical genotypes split into a few groups, according to instability in the developmental dynamics associated with the interaction among individuals. Later, through competition for reproduction and mutational change of genes, the phenotypic differences are fixed to genes, until the groups ('species') are completely separated in terms of genes as well as phenotypes. In addition, we demonstrate that the proposed theory for speciation works also under sexual recombination and provides a basis for the evolution of mating preference. The relevance of the results to natural evolution are discussed, including incomplete penetrance in mutants and the change in flexibility in genotype-phenotype correspondence. Possible experiments are proposed to verify the theory presented.",MA359,NM,exclude,,
Synthesizing perspectives on the evolution of cooperation within and between species,"Cooperation is widespread both within and between species, but are intraspecific and interspecific cooperation fundamentally similar or qualitatively different phenomena? This review evaluates this question, necessary for a general understanding of the evolution of cooperation. First, we outline three advantages of cooperation relative to noncooperation (acquisition of otherwise inaccessible goods and services, more efficient acquisition of resources, and buffering against variability), and predict when individuals should cooperate with a conspecific versus a heterospecific partner to obtain these advantages. Second, we highlight five axes along which heterospecific and conspecific partners may differ: relatedness and fitness feedbacks, competition and resource use, resource-generation abilities, relative evolutionary rates, and asymmetric strategy sets and outside options. Along all of these axes, certain asymmetries between partners are more common in, but not exclusive to, cooperation between species, especially complementary resource use and production. We conclude that cooperation within and between species share many fundamental qualities, and that differences between the two systems are explained by the various asymmetries between partners. Consideration of the parallels between intra- and interspecific cooperation facilitates application of well-studied topics in one system to the other, such as direct benefits within species and kin-selected cooperation between species, generating promising directions for future research.  2017 The Author(s). Evolution  2017 The Society for the Study of Evolution.",MA360,NM,include,both,theory; competition-cooperation;
Testis size depends on social status and the presence of male helpers in the cooperatively breeding cichlid Julidochromis ornatus,"Cooperatively breeding animals, in which helpers may participate in reproduction with dominant breeders, are ideal species for examining intraspecific variation in testis size because they often exhibit both monogamous breeding (low risk of sperm competition) and polyandrous breeding (high risk) within a population. However, little is known about testis investment as a result of sperm competition in these animals. The substrate-brooding cichlid fish Julidochromis ornatus has a cooperatively breeding system, in which some males mate monogamously and other males reproduce as dominant breeders or helpers within cooperatively breeding groups, in which male helpers frequently sire young. We examined the relationship between testis investment and male social status in relation to the risk of sperm competition. As predicted from sperm competition models, in groups with male helpers, both the male breeders and the male helpers invested more in testes mass, compared to breeding males without male helpers. We also found a positive relationship between the testes mass of male breeders and their male helpers, suggesting that males increase their investment in reproductive capability under the risk of sperm competition. Sperm competition models also predict that larger testes are associated with increased siring success. Our paternity analysis supported this prediction; we found a positive relationship between testis investment by male helpers and the number of offspring they sired.  The Author 2006. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",MA361,NM,include,intraspecific,male-male competition
The bitterling-mussel interaction as a test case for co-evolution,"The European bitterling Rhodeus sericeus (Cyprinidae) spawns in the gills of freshwater mussels (Unionidae) and shows some obvious adaptations to this type of spawning, such as the development of an ovipositor. Furthermore, recent studies have shown that the fish avoid species of mussels that have a high likelihood of ejecting their eggs prematurely. This leads to the question of whether the interaction between bitterling and mussels could represent a case of co-evolution, involving evolutionary responses by both species to selection imposed by the other. The evidence for and against co-evolution is reviewed, incorporating new results from two sets of experiments designed to test for adaptive choices by bitterling according to the mussels' sex and reproductive state, as well as a preliminary study of potential benefits for mussels from exposure to bitterling. Host preferences by bitterling, both among and within mussel species, may indeed have evolved in response to differences in benefits for offspring survival. There is no evidence yet for any benefits to mussels from receiving eggs, whereas there are costs due to reduced ventilation rates when the gills contain bitterling eggs. While there are differences among mussel species and individuals in their tendency to reject bitterling embryos, these differences do not provide strong evidence for co-evolution. For example, they may reflect differences in host physiology such as ventilation rate and generalized responses to expelling objects from their gills. Therefore, while bitterling are well adapted for their obligate spawning relationship with mussels, it has been much more difficult to find evidence for adaptations by mussels for dealing with bitterling. This suggests that any co-evolutionary dynamics between bitterling and mussels may be asymmetric, with stronger responses to selection by the fish than by mussels.  2003 The Fisheries Society of the British Isles.",MA364,NM,include,interspecific,host-parasite
The distribution of Symbiodinium diversity within individual host foraminifera,"While one-to-one specificity between reef-dwelling hosts and symbiotic dinoflagellates of the genus Symbiodinium may occur, detailed examination of some hosts reveals that they contain multiple symbiont types. Individuals of the foraminifer Amphisorus hemprichii living in Papua New Guinea contained mixed communities of Symbiodinium dominated by symbiont types in clades C and F. Moreover, the types showed a distinct pattern in their distribution across the radius of the foraminifer, with clade F Symbiodinium more prevalent in the center of the host cell. The mixed community of symbionts and their pattern of distribution within the foraminifer is likely the result of processes happening both inside the foraminifer and in its external environment. Persistent mixed symbiont communities in foraminifera may be stabilized through benefits conferred by maintaining multiple symbiont lineages for symbiont shuffling. Alternatively they may be stabilized through a heterogeneous internal host environment, partitioning of symbiont functional roles or limitation of symbiont reproduction by the host. Six factors generally determine the presence of any particular symbiont type within a foraminifer: mode of transmission, availability from the environment, recognition by the host, regulation by the host, competition between lineages, and fitness of the holobiont.  The Author(s) 2009.",MA367,NM,exclude,,
The Ecological Perspective of Microbial Communities in Two Pairs of Competitive Hawaiian Native and Invasive Macroalgae,"Marine macroalgae are known to harbor large populations of microbial symbionts, and yet, microbe symbiosis in invasive macroalgae remains largely unknown. In this study, we applied molecular methods to study microbial communities associated with two invasive algae Acanthophora spicifera and Gracilaria salicornia and the two native algae Gracilaria coronopifolia and Laurencia nidifica at spatial and temporal scales in Hawaiian coral reef ecosystems. Bacterial communities of both the invasive and native macroalgae displayed little spatial and temporal variations, suggesting consistent and stable bacterial associations with these macroalgae. Results of this study identified three types of bacterial populations: nonspecific (present in both algal and water samples); algae-specific (found in all algal species); and species-specific (only found in individual species). The bacterial diversity of invasive algae was lower than that of their native counterparts at phylum and species levels. Notably, the vast majority (71 %) of bacterial communities associated with the invasive algae G. salicornia were representatives of Cyanobacteria, suggesting a potential ecological significance of symbiotic Cyanobacteria.  2012 Springer Science+Business Media New York.",MA368,NM,exclude,,
The effect of keystone individuals on collective outcomes can be mediated through interactions or behavioral persistence,"Collective behavior emerges from interactions among group members who often vary in their behavior. The presence of just one or a few keystone individuals, such as leaders or tutors, may have a large effect on collective outcomes. These individuals can catalyze behavioral changes in other group members, thus altering group composition and collective behavior. The influence of keystone individuals on group function may lead to trade-offs between ecological situations, because the behavioral composition they facilitate may be suitable in one situation but not another. We use computer simulations to examine various mechanisms that allow keystone individuals to exert their influence on group members. We further discuss a trade-off between two potentially conflicting collective outcomes, cooperative prey attack and disease dynamics. Our simulations match empirical data from a social spider system and produce testable predictions for the causes and consequences of the influence of keystone individuals on group composition and collective outcomes. We find that a groups behavioral composition can be impacted by the keystone individual through changes to interaction patterns or behavioral persistence over time. Group behavioral composition and the mechanisms that drive the distribution of phenotypes influence collective outcomes and lead to trade-offs between disease dynamics and cooperative prey attack.  2016 by The University of Chicago. All rights reserved.",MA370,NM,include,intraspecific,theoretical/modelling; competition-cooperation
The evolution of cooperation by negotiation in a noisy world,"Cooperative interactions among individuals are ubiquitous despite the possibility of exploitation by selfish free riders. One mechanism that may promote cooperation is negotiation': individuals altering their behaviour in response to the behaviour of others. Negotiating individuals decide their actions through a recursive process of reciprocal observation, thereby reducing the possibility of free riding. Evolutionary games with response rules have shown that infinitely many forms of the rule can be evolutionarily stable simultaneously, unless there is variation in individual quality. This potentially restricts the conditions under which negotiation could maintain cooperation. Organisms interact with one another in a noisy world in which cooperative effort and the assessment of effort may be subject to error. Here, we show that such noise can make the number of evolutionarily stable rules finite, even without quality variation, and so noise could help maintain cooperative behaviour. We show that the curvature of the benefit function is the key factor determining whether individuals invest more or less as their partner's investment increases, investing less when the benefit to investment has diminishing returns. If the benefits of low investment are very small then behavioural flexibility tends to promote cooperation, because negotiation enables cooperators to reach large benefits. Under some conditions, this leads to a repeating cycle in which cooperative behaviour rises and falls over time, which may explain between-population differences in cooperative behaviour. In other conditions, negotiation leads to extremely high levels of cooperative behaviour, suggesting that behavioural flexibility could facilitate the evolution of eusociality in the absence of high relatedness.",MA372,NM,include,intraspecific,theoretical/modelling; competition-cooperation
The evolution of cooperative turn-taking in animal conflict,"Background: A fundamental assumption in animal socio-ecology is that animals compete over limited resources. This view has been challenged by the finding that individuals might cooperatively partition resources by ""taking turns"". Turn-taking occurs when two individuals coordinate their agonistic behaviour in a way that leads to an alternating pattern in who obtains a resource without engaging in costly fights. Cooperative turn-taking has been largely ignored in models of animal conflict and socio-ecological models that explain the evolution of social behaviours based only on contest and scramble competition. Currently it is unclear whether turn-taking should be included in socio-ecological models because the evolution of turn-taking is not well understood. In particular, it is unknown whether turn-taking can evolve when fighting costs and assessment of fighting abilities are not fixed but emerge from evolved within-fight behaviour. We address this problem with an evolutionary agent-based model. Results: We found that turn-taking evolves for small resource values, alongside a contest strategy that leads to stable dominance relationships. Turn-taking leads to egalitarian societies with unclear dominance relationships and non-linear dominance hierarchies. Evolutionary stability of turn-taking emerged despite strength differences among individuals and the possibility to evolve within-fight behaviour that allows good assessment of fighting abilities. Evolutionary stability emerged from frequency-dependent effects on fitness, which are modulated by feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies. Conclusions: Our results reveal the impact of feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies, such as turn-taking. Similar feedbacks might be important for the evolution of other conflict strategies such as winner-loser effects or coalitions. However, we are not aware of any study that investigated such feedbacks. Furthermore, our model suggests that turn-taking could be used by animals to partition low value resources, but to our knowledge this has never been tested. The existence of turn-taking might have been overlooked because it leads to societies with similar characteristics that have been expected to emerge from scramble competition. Analyses of temporal interaction patterns could be used to test whether turn-taking occurs in animals.  2011Franz et al; licensee BioMed Central Ltd.",MA373,NM,include,intraspecific,theoretical/modelling; competition-cooperation
The evolving dynamics of the microbial community in the cystic fibrosis lung,"The cystic fibrosis (CF) lung is a niche colonized by a diverse group of organisms, with a more limited number of species including Pseudomonas aeruginosa dominating in adult patients. Whether all members of this microbial community play a direct or indirect role in pulmonary decline has yet to be fully elucidated, but investigations of their interactions with both co-colonizing species and with host cells are beginning to shed light on their virulence potential. It is also emerging that some microbial species within this community adapt as chronic infection is established to survive the hostile environment of the lung, to minimize host clearance and to resist therapeutic intervention. This review highlights the recent developments in CF microbiology focusing on the cooperative, competitive and adaptive interactions of established and emerging pathogens in the lung microbiome.  2014 Society for Applied Microbiology and John Wiley & Sons Ltd.",MA374,NM,include,intraspecific,host-symbiont
The forager's dilemma: Food sharing and food defense as risk-sensitive foraging options,"Although many variants of the hawk-dove game predict the frequency at which group foraging animals should compete aggressively, none of them can explain why a large number of group foraging animals share food clumps without any overt aggression. One reason for this shortcoming is that hawk-dove games typically consider only a single contest, while most group foraging situations involve opponents that interact repeatedly over discovered food clumps. The present iterated hawk-dove game predicts that in situations that are analogous to a prisoner's dilemma, animals should share the resources without aggression, provided that the number of simultaneously available food clumps is sufficiently large and the number of competitors is relatively small. However, given that the expected gain of an aggressive animal is more variable than the gain expected by nonaggressive individuals, the predicted effect of the number of food items in a clump-clump richness-depends on whether only the mean or both the mean and variability associated with payoffs are considered. More precisely, the deterministic game predicts that aggression should increase with clump richness, whereas the stochastic risk-sensitive game predicts that the frequency of encounters resulting in aggression should peak at intermediate clump richnesses or decrease with increasing clump richness if animals show sensitivity to the variance or coefficient of variation, respectively.",MA376,NM,include,intraspecific,theoretical/modelling; competition-cooperation
The microbiology of seagrasses,"Like both terrestrial plants and other benthic marine organisms, seagrasses host abundant and diverse communities of microorganisms. These microbes fundamentally influence seagrass physiology and health, while also regulating the biogeochemical dynamics of entire seagrass meadows. Discrete populations of bacteria, fungi, microalgae, archaea and viruses inhabit seagrass leaves, roots and rhizomes and the surrounding sediments. The plethora of ecological interactions taking place between seagrasses and this microbiome span the continuum of symbiotic relationships from mutualism to parasitism. Indeed, the metabolic activities of some seagrass associated microbes, such as diazotrophic and sulphur oxidizing bacteria, govern the local chemical environment in ways that facilitate seagrass survival. On the other hand, pathogens, such as the protozoan parasite Labyrinthula cause disease outbreaks that can lead to mass seagrass die offs. While the role of the seagrass microbiome in defining the success of seagrass habitats is becoming increasingly apparent, there is still much to be learnt. For instance, the development of an understanding of how seagrass associated microbes may buffer or augment the negative impacts of growing environmental pressures will be valuable for informing decisions regarding the management and conservation of threatened seagrass habitats. In this chapter we will synthesise the current state of knowledge on the microbiology of seagrasses, with a goal of conveying the often overlooked importance of the seagrass microbiome in governing seagrass health and the biogeochemical stability of seagrass ecosystems.  Springer International Publishing AG, part of Springer Nature 2018.",MA380,NM,exclude,,
The oldest fossil evidence of animal parasitism by fungi supports a Cretaceous diversification of fungal-arthropod symbioses,"Paleoophiocordyceps coccophagus, a fungal parasite of a scale insect from the Early Cretaceous (Upper Albian), is reported and described here. This fossil not only provides the oldest fossil evidence of animal parasitism by fungi but also contains morphological features similar to asexual states of Hirsutella and Hymenostilbe of the extant genus Ophiocordyceps (Ophiocordycipitaceae, Hypocreales, Sordariomycetes, Pezizomycotina, Ascomycota). Because species of Hypocreales collectively exhibit a broad range of nutritional modes and symbioses involving plants, animals and other fungi, we conducted ancestral host reconstruction coupled with phylogenetic dating analyses calibrated with P. coccophagus. These results support a plant-based ancestral nutritional mode for Hypocreales, which then diversified ecologically through a dynamic process of intra- and interkingdom host shifts involving fungal, higher plant and animal hosts. This is especially evident in the families Cordycipitaceae, Clavicipitaceae and Ophiocordycipitaceae, which are characterized by a high occurrence of insect pathogens. The ancestral ecologies of Clavicipitaceae and Ophiocordycipitaceae are inferred to be animal pathogens, a trait inherited from a common ancestor, whereas the ancestral host affiliation of Cordycipitaceae was not resolved. Phylogenetic dating supports both a Jurassic origin of fungal-animal symbioses within Hypocreales and parallel diversification of all three insect pathogenic families during the Cretaceous, concurrent with the diversification of insects and angiosperms. Published by Elsevier Inc.",MA383,NM,exclude,,
The varying relationship between helping and individual quality,"Individuals of different quality often differ in their helping behavior, but sometimes it is the high-quality individuals who help most (e.g., human meat sharing, vigilance) and other times it is the low-quality individuals (e.g., reproductive queues, primate grooming). We argue that these differences depend on individual differences in the performance costs of actually helping, the opportunity costs from forsaking alternative activities, and the fitness benefits for engaging the help. If helping is more difficult for some individuals to do (quality-dependent help), it will usually be done by high-quality individuals, whereas help that all individuals could do equally well (quality-independent help) will be done by whoever pays lower opportunity costs. Our model makes novel predictions about many kinds of helping, allows us to categorize different types of helping by their relationship with individual quality, and is general enough to apply to many situations. Furthermore, it can be generalized to any other type of (nonhelping) behavior where there are individual differences in benefits, performance costs, or opportunity costs.",MA390,NM,include,intraspecific,theoretical/modelling; competition-cooperation
Three old and one new: Protein import into red algal-derived plastids surrounded by four membranes,"Engulfment of a red or green alga by another eukaryote and subsequent reduction of the symbiont to an organelle, termed a complex plastid, is a process known as secondary endosymbiosis and is shown in a diverse group of eukaryotic organisms. Important members are heterokontophytes, haptophytes, cryptophytes, and apicomplexan parasites, all of them with complex plastids of red algal origin surrounded by four membranes. Although the evolutionary relationship between these organisms is still debated, they share common mechanisms for plastid protein import. In this review, we describe recent findings and current models on preprotein import into complex plastids with a special focus on the second outermost plastid membrane. Derived from the plasma membrane of the former endosymbiont, the evolution of protein transport across this so-called periplastidal membrane most likely represented the challenge in the transition from an endosymbiont to a host-dependent organelle. Here, remodeling and relocation of the symbiont endoplasmic reticulum-associated degradation (ERAD) machinery gave rise to a translocon complex termed symbiont-specific ERAD-like machinery and provides a fascinating insight into complex cellular evolution.  2013 Springer-Verlag Wien.",MA391,NM,exclude,,
