title,abstract,abstract.id,screener.id,decision,scale,topic,notes
Host sharing by the honey bee parasites Lotmaria passim and Nosema ceranae,"The trypanosome Lotmaria passim and the microsporidian Nosema ceranae are common parasites of the honey bee, Apis mellifera, intestine, but the nature of interactions between them is unknown. Here, we took advantage of naturally occurring infections and quantified infection loads of individual workers (N=408) originating from three apiaries (four colonies per apiary) using PCR to test for interactions between these two parasites. For that purpose, we measured the frequency of single and double infections, estimated the parasite loads of single and double infections, and determined the type of correlation between both parasites in double infections. If interactions between both parasites are strong and antagonistic, single infections should be more frequent than double infections, double infections will have lower parasite loads than single infections, and double infections will present a negative correlation. Overall, a total of 88 workers were infected with N.ceranae, 53 with L.passim, and eight with both parasites. Although both parasites were found in all three apiaries, there were significant differences among apiaries in the proportions of infected bees. The data show no significant differences between the expected and observed frequencies of single- and double-infected bees. While the infection loads of individual bees were significantly higher for L.passim compared to N.ceranae, there were no significant differences in infection loads between single- and double-infected hosts for both parasites. These results suggest no strong interactions between the two parasites in honey bees, possibly due to spatial separation in the host. The significant positive correlation between L.passim and N.ceranae infection loads in double-infected hosts therefore most likely results from differences among individual hosts rather than cooperation between parasites. Even if hosts are infected by multiple parasites, this does not necessarily imply that there are any significant interactions between them.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",MA181,KJB,include,interspecific,Host-parasite,"Might be interesting, depending on whether the double infections count as infections by two variants of the same species."
Myrmica ants host highly diverse parasitic communities: from social parasites to microbes,"Myrmica ants have been model species for studies in a variety of disciplines, including insect physiology, chemical communication, ant social dynamics, ant population, community ecology, and ant interactions with other organisms. Species belonging to the genus Myrmica can be found in virtually every habitat within the temperate regions of the northern hemisphere and their biology and systematics have been thoroughly studied. These ants serve as hosts to highly diverse parasitic organisms from socially parasitic butterfly caterpillars to microbes, and many Myrmica species even evolved into parasitizing species of their own genus. These parasites have various impacts both on the individuals and on the social structure of their hosts, ranging from morphological malformations to reduction in colony fitness. A comprehensive review of the parasitic organisms supported by Myrmica and the effects of these organisms on individuals and on whole ant colonies has not yet been compiled. Here, we provide a review of the interactions of these organisms with Myrmica ants by discussing host and parasite functional, behavioral or physiological adaptations. In addition, for all symbiont groups of Myrmica ants described in this paper, we examine the present limitations of the knowledge at present of their impact on individuals and host colony fitness. In conclusion, we argue that Myrmica ants serve as remarkable resource for the evolution of a wide variety of associated organisms.  2014, International Union for the Study of Social Insects (IUSSI).",MA254,KJB,exclude,,,
"Solitary obsession or mnage  trois, but cooperative breeding is never a two-party game",NA,MA340,KJB,,,,
"Hierarchical effects of rainfall, nurse plants, granivory and seed banks on cactus recruitment","AimsPlant facilitation is recognized as an important process, contributing not only to the ecology of individual species, but the diversity, organization and stability of communities as a whole. While decades of studies have enhanced our knowledge of the mechanisms contributing to plant facilitation, greater attention is now being given to the conditionality of the mechanisms, whereby multiple biotic and abiotic factors may act independently and jointly with one another in shaping plant-plant facilitation. Our objective was to evaluate the conditionality and hierarchy of mechanisms contributing to cactus germination and early seedling recruitment arising from plant-plant facilitation, including the effects of seed banks, rainfall, granivory and nurse plants. LocationBahia de Kina, Sonora, Mexico; Sonoran Desert of North America. MethodsWe employed descriptive analyses and a factorial experiment to examine the consequences of rainfall, nurse plants, granivory and seed banks for senita cactus recruitment (Pachycereus schottii) in two plant communities of the Sonoran Desert: one degraded of its key nurse plants and the other with its nurse plants intact. ResultsSeed banks did not occur in either of the plant communities, indicating that seed banks and seed dormancy do not affect senita recruitment and thereby do not modulate other mechanisms that contribute to nurse plant facilitation and cactus recruitment. Juvenile senita cacti were consistently associated with nurse plants in both plant communities. Yet, the density and species composition of nurse plants differed between the communities, resulting in reduced senita recruitment and shifts to alternative nurse plants in the community degraded of its key nurse plants compared to the intact community. In a factorial experiment manipulating rainfall, granivory and nurse plants, we found that rainfall and granivory had significant main factor effects, leading to increases and decreases in seedling recruitment, respectively. There was no main factor effect of nurse plants, but there was a significant nurse plant by granivory interaction, indicating that nurse plants increase seedling recruitment through escape from granivory conditional upon rainfall. ConclusionsTaken together, these results reveal a conditional hierarchy of mechanisms of plant-plant facilitation shaping senita cactus recruitment, namely the predominant effects of rainfall increasing recruitment and of granivory decreasing recruitment, for which nurse plants played a key role in increasing seedling recruitment with rainfall and by reducing granivory.",MA177,KJB,exclude,,,
Interindividual patterns of resource use in three subtropical Atlantic Forest frogs,"Studies with disparate taxa suggest that generalist populations are composed of relatively specialist individuals that use a narrow part of a population's resource pool. Models based on optimum diet theory (ODT) can be used to predict different patterns of variation in resource use among individuals. In this work, we investigated the diet and measured the degree of individual specialization of three anuran species, Hypsiboas leptolineatus, Pseudis cardosoi and Scinax granulatus, from the Atlantic Forest of southern Brazil. The study is based on gut content obtained using a stomach-flushing technique. Additionally, we tested for a correlation between the individuals' diet and morphological variation. Furthermore, we applied methods based on network theory to investigate patterns of resource use among individuals of each species. All three study species showed generalized diets and significant values of individual specialization. However, we did not find any correlation between diet and morphology, indicating that diet variation is not a consequence of morphological trade-offs. The individual-resource networks of H.leptolineatus and S.granulatus showed a nested pattern. This result indicates the presence of individuals with more diverse diets than others, and the diets of the more specialist individuals are a predictable subset of the diets of the more generalist ones. The individual-resource network of P.cardosoi did not show a distinct pattern, diverging from what was predicted by optimal diet theory-based models. Although nested or modular patterns are commonly found in individual-resource networks, our results indicate that they are not ubiquitous and that random patterns can also be found.",MA213,KJB,exclude,,,
ARE THERE GENERAL-PRINCIPLES OF SIGNAL-DESIGN,"Explanations of signal design must meet three requirements: they must be logically coherent, they must explain the diversity in size of animal signals and they must explain the diversity in form of signals. Three selection pressures operating on animal signals are discussed: the degree of conflict or cooperation, the `efficacy' of signals and how signalling costs are paid. A distinction is made between cases where costs of signalling are paid in the production of the signal and cases where costs are paid as a consequence of giving a signal on the grounds that differences in signal design result. This is illustrated by reference to the example of warning coloration. It is concluded that general principles still elude us because of the numbers of different selection pressures that operate on the design of animal signals.",MA24,KJB,include,,signalling,"Not sure, assuming that the presence of variation is crucial for signalling to evolve and hence it may affect interactions between individuals."
Competitive altruism: from reciprocity to the handicap principle,"Current work on cooperation is focused on the theory of reciprocal altruism. However, reciprocity is just one way of getting a return on an investment in altruism and is difficult to apply to many examples. Reciprocity theory addresses how animals respond dynamically to others so as to cooperate without being exploited. I discuss how introducing differences in individual generosity together with partner choice into models of reciprocity can lead to an escalation in altruistic behaviour. Individuals may compete for the most altruistic partners and non-altruists may become ostracized. I refer to this phenomenon as competitive altruism and propose that it can represent a move away from the dynamic responsiveness of reciprocity. Altruism may be rewarded in kind, but rewards may be indirectly accrued or may not involve the return of altruism at all, for example if altruists tend to be chosen as mates. This variety makes the idea of competitive altruism relevant to behaviours which cannot be explained by reciprocity. I consider whether altruism might act as a signal of quality, as proposed by the handicap principle. I suggest that altruistic acts could make particularly effective signals because of the inherent benefits to receivers. I consider how reciprocity and competitive altruism are related and how they may be distinguished.",MA63,KJB,include,intraspecific,"modelling, altruism, competition",
DOES HOST-PLANT QUALITY MEDIATE APHID-ANT MUTUALISM,"We investigated the hypothesis that variation in the quality of the host plant (Epilobium angustifolium) mediated the mutualistic interaction between a phloem-feeding homopteran (Aphis varians) and the ant (Formica cinerea) tending it.  First, we used a bioassay to define the quality of Epilobium for A. varians.  We established cohorts of first-instar A. varians on fireweed shoots of different heights.  Development time, size at maturity, and the number and size of embryos per adult were significantly correlated with plant height.  Therefore, plant height provided an indirect measure of plant quality. Second, we experimentally tested the effects of plant height and tending by ants on the growth of aphid populations.  We conducted this experiment in the absence of natural enemies of A. varians in order to examine the direct link between plants, aphids and ants, rather than the indirect links involving the natural enemies of aphids.  As expected, population growth of A. varians on individual Epilobium ramets was positively correlated with plant height.  However, in the absence of natural enemies, the effect of ants on the growth of aphid populations did not vary with plant height.  The absence of an interaction between tending by ants and plant quality was probably due to two processes. First, although there were more ants tending on higher quality host plants, the absolute number of ants tending aphids was low and the increase in the number of ants with increases in plant quality was small.  Second, in the absence of natural enemies and at initial densities of approximately 100 aphids per plant, we were unable to detect a significant effect of ants on the growth of aphid populations. We conclude that host-plant mediation did not occur in this aphid-ant interaction, but we do not know whether this was the result of 1) excluding predators, 2) using initial densities above which ants no longer benefit aphids, 3) the low numbers of ants, or 4) small sample sizes.",MA101,KJB,include,interspecific,mutualistic interactions,"Seems to be 3 species and not much evidence was found in the end, but didn’t want to exclude it just yet."
"All signals are not equal: acoustic signalling of individuality, sex and breeding status in a cooperative breeder","Repeated interactions between individuals in socially living animals select for the evolution of signals that convey information identifying individuals or categories of individuals, which may enable the discrimination of familiar versus unfamiliar individuals. Such information may help animals maximize their inclusive fitness by adjusting their own behaviour, allowing them to avoid conflict, preferentially direct help and/or ignore unreliable individuals. Acoustic signals in birds provide the potential to encode individual-specific information. We examined the degree to which individual identity, sex, breeding status, group membership and genetic relatedness were related to variability in six different call types, which occurred across a variety of different behavioural contexts in the apostlebird, Struthidea cinerea, a socially living and cooperatively breeding Australian passerine. We demonstrated that not all calls reflected the same extent of information. Of the six call types, call variation was related to individual identity in three call types, breeding status in two call types and sex and group relatedness in one call type. Finally, variation in two call types was not related to any of the measured variables. Our results suggest that some, but not all, acoustic signals in apostlebirds may be selected for individual distinctiveness between individuals and categories of individuals (male versus female, breeder versus nonbreeder), and these signals may be important in determining levels of cooperation and interaction between individuals in this cooperatively breeding society. (C) 2014 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",MA14,KJB,include,intraspecific,Male-female,
Stable social relationships between unrelated females increase individual fitness in a cooperative bird,"Social animals often form long-lasting relationships with fellow group members, usually with close kin. In primates, strong social bonds have been associated with increased longevity, offspring survival and reproductive success. However, little is known about the fitness effects of social bonds between non-kin, especially outside of mammals. In this study, we use long-term field research on a cooperatively breeding bird, the greater ani (Crotophaga major), to ask whether adult females benefit by remaining in long-term associations with unrelated, co-breeding females. We find that females that have previously nested together synchronize their reproduction more rapidly than those nesting with unfamiliar partners, which leads to lower competition and higher fledging success. Importantly, although previous experience with a co-breeding female influenced reproductive synchrony, the degree of reproductive synchrony did not influence whether co-breeding females remained together in subsequent years, ruling out the alternate hypothesis that highly synchronized females are simply more likely to remain together. These results indicate that switching groups is costly to females, and that social familiarity improves reproductive coordination. Stable social relationships therefore have significant fitness consequences for cooperatively nesting female birds, suggesting that direct benefits alone may favour the evolution of associations between non-relatives and contribute to long-term group stability.  2018 The Author(s) Published by the Royal Society. All rights reserved.",MA350,KJB,exclude,,,
Isolation of naturally associated bacteria of necromenic Pristionchus nematodes and fitness consequences,"Nematodes and bacteria are major components of the soil ecosystem. Many nematodes use bacteria for food, whereas others evolved specialized bacterial interactions ranging from mutualism to parasitism. Little is known about the biological mechanisms by which nematode - bacterial interactions are achieved, largely because in the laboratory nematodes are often cultured under artificial conditions. We investigated the bacterial interactions of nematodes from the genus Pristionchus that have a strong association with scarab beetles. Pristionchus has a different feeding strategy than Caenorhabditis and meta-genomic 16S sequence analysis of Pristionchus individuals showed a diversity of living bacteria within the nematode gut and on the nematode cuticle. Twenty-three different bacterial strains were isolated from three Pristionchus - beetle associations and were used to study nematode - bacterial interactions under controlled laboratory conditions. We show a continuum of bacterial interactions from dissemination, to reduction in brood size and nematode mortality caused by bacteria derived from insect hosts. Olfactory discrimination experiments show distinct chemoattraction and fitness profiles of Pristionchus nematodes when exposed to different bacteria. For example, Pristionchus pacificus avoids Serratia marcescens possibly because of pathogenicity. Also, P. pacificus avoids Bacillus thuringiensis and insect pathogenic bacteria but is resistant to the human pathogens Staphylococcus aureus and Pseudomonas aeruginosa, unlike Caenorhabditis elegans. Pristionchus specifically recognize and respond to bacteria that cause ill health. Bringing the nematode - bacterial interaction into the laboratory allows detailed functional studies, including the genetic manipulation of the interaction in both nematodes and bacteria.",MA226,KJB,exclude,,,
Age-dependent change of coalitionary strategy in male Barbary macaques,"Inter-and intra-specific variation in the propensity to form coalitions has been explained by variation in the availability of suitable partners, distribution of fighting ability, coalition profitability, and costs of coordination. Male coalition formation can be an alternative reproductive strategy to one-on-one competition to maximize male reproductive success. Here we focus on age as a state variable to explain within-group variation in individual propensity to form coalitions against other group members. We specifically test the prediction that males conditionally switch from a solo strategy for achievement of high mating success to a cooperative strategy after reaching post-prime age in male Barbary macaques (Macaca sylvanus). We combined new observations with data collected in 2006 and 2008 on the same individuals from one captive group living in semi-natural conditions at Affenberg Salem, Germany, and found that in all years males between 5 and 13 years formed significantly fewer coalitions than males 14 years and older (post-prime). More importantly, we found those males that aged into the post-prime phase to have switched their reproductive strategy and to form significantly more coalitions in 2014 compared to 2008. These first longitudinal data together with earlier cross-sectional analyses in this and other primate species suggest that group-level measures of coalition propensity may be strongly affected by the age composition of groups and that male coalition formation can be a conditional reproductive strategy.  Author(s) 2017.",MA11,KJB,include,intraspecific,coalition formation,"Not sure if the effect is driven by variation (seems to be driven by the fact that stronger individuals are available, and hence by variation in quality)"
Antagonistic interactions between honey bee bacterial symbionts and implications for disease,"Background: Honey bees, Apis mellifera, face many parasites and pathogens and consequently rely on a diverse set of individual and group-level defenses to prevent disease. One route by which honey bees and other insects might combat disease is through the shielding effects of their microbial symbionts. Bees carry a diverse assemblage of bacteria, very few of which appear to be pathogenic. Here we explore the inhibitory effects of these resident bacteria against the primary bacterial pathogen of honey bees, Paenibacillus larvae. Results: Here we isolate, culture, and describe by 16S rRNA and protein-coding gene sequences 61 bacterial isolates from honey bee larvae, reflecting a total of 43 distinct bacterial taxa. We culture these bacteria alongside the primary larval pathogen of honey bees, Paenibacillus larvae, and show that many of these isolates severely inhibit the growth of this pathogen. Accordingly, symbiotic bacteria including those described here are plausible natural antagonists toward this widespread pathogen. Conclusion: The results suggest a tradeoff in social insect colonies between the maintenance of potentially beneficial bacterial symbionts and deterrence at the individual and colony level of pathogenic species. They also provide a novel mechanism for recently described social components behind disease resistance in insect colonies, and point toward a potential control strategy for an important bee disease.  2006 Evans and Armstrong; licensee BioMed Central Ltd.",MA20,KJB,exclude,,,
