title,abstract,abstract.id,screener.id,decision,scale,topic
Variation and the response to variation as a basis for successful cooperation,"In applying game theory to problems in biology, differences between individuals are often ignored. In particular, when analysing the evolution of cooperation it is often implicitly assumed that ignoring variation will produce predictions that approximate the solution when differences are included. This need not be true. As we demonstrate, differences are not innocuous noise, but can fundamentally change the nature of a game. Even small amounts ofvariability can stabilize cooperation by, for example, maintaining the need to deal with cheaters. Differences promote the need to learn about others in an interaction, leading to contingent behaviour that can reduce conflict, and to negotiated outcomes that may or may not be more cooperative than unconditional actions. Once there are mechanisms such as mutation and environmental influences that maintain variation within populations, whether cooperation evolves may depend on the variation in the cooperativeness trait. Variation means that it may be worth taking a chance that a partner is cooperative by being cooperative. When there are markets, so that individuals can break off interactions to seek a better partner, variation promotes choosiness and hence penalizes those uncooperative individuals, who are rejected. Variation promotes the need to monitor the previous behaviour of others, and once this social sensitivity exists, the need to maintain a good reputation can promote cooperation.  2010 The Royal Society.",MA403,MW,include,intraspecific,cooperation/conflict
Intraspecific behavioral dynamics in a green turtle Chelonia mydas foraging aggregation,"We used animal-borne video footage to investigate the intraspecific behavioral dynamics of a green turtle Chelonia mydas foraging aggregation in Shark Bay, Western Australia, and test the hypothesis that the limited availability of a valuable habitat type promotes interference competition for access to these spaces. In 301 h of footage from 93 individuals, we recorded 176 turtle encounters involving between 1 and 7 turtles per encounter. The majority of encounters (55%) occurred in rare structurally complex benthic habitat (e.g. rock ledges) in deeper areas of this shallow sand-seagrass ecosystem, despite turtles spending only ca. 5% of their time at these sites. We recorded a suite of interactive behaviors nested within 3 encounter classes, which also showed habitat associations. Specifically, behaviorally diverse strongly interactive/social encounters, which represented 68% of total encounter time, occurred exclusively in structured areas. Turtle activities in these areas included solitary and group resting, self-cleaning (i.e. rubbing on hard surfaces), symbiotic cleaning by fish and other interactive behaviors including competitive contests. Competitive contests were 7 times more frequent in structured versus unstructured habitat, although turtle sightings were only twice as frequent in structured areas. In contrast, encounters in shallow habitat (e.g. seagrass beds) tended to be brief and involve limited interaction between solitary turtles. Interference competition at resting/refuge/cleaning sites could have a variety of important ecological implications, and a fuller understanding of chelonid sea turtle foraging ground behavioral ecology and habitat use (e.g. predictive habitat mapping) may require detailed knowledge of key non-foraging habitats.  2015 Inter-Research.",MA218,MW,exclude,,
Intraspecific variation in indirect plant-soil feedbacks influences a wetland plant invasion,"Plant-soil feedbacks (PSFs) influence plant competition via direct interactions with pathogens and mutualists or indirectly via apparent competition/mutualisms (i.e., spillover to co-occurring plants) and soil legacy effects. It is currently unknown how intraspecific variation in PSFs interacts with the environment (e.g., nutrient availability) to influence competition between native and invasive plants. We conducted a fully crossed multi-factor greenhouse experiment to determine the effects of Phragmites australis rhizosphere soil biota, interspecific competition, and nutrient availability on biomass of replicate populations from one native and two invasive lineages of common reed (P.australis) and a single lineage of native smooth cordgrass (Spartina alterniflora). Harmful soil biota consistently dominated PSFs involving all three P.australis lineages, reducing biomass by 10\%. Indirect PSFs (i.e., soil biota spillover) from the two invasive P.australis lineages reduced S.alterniflora biomass by 7\%, whereas PSFs from the native P.australis lineage increased S.alterniflora biomass by 6\%. Interestingly, interspecific competition and PSFs interacted to weaken their respective impacts on S.alterniflora, whereas they exerted synergistic negative effects on P.australis. Phragmitesaustralis soil biota decreased S.alterniflora biomass when grown alone (i.e., a soil legacy), but increased S.alterniflora biomass when grown with P.australis, suggesting that P.australis recruits harmful generalist soil biota or facilitates S.alterniflora via spillover (i.e., apparent mutualism). Soil biota also reduced interspecific competition impacts on S.alterniflora, although it remained competitively inferior to P.australis across all treatments. Competitive interactions and responses to nutrients did not differ among P.australis lineages, indicating that interspecific competition and nutrient deposition may not be key drivers of P.australis invasion in North America. Although soil biota, interspecific competition, and nutrient availability appear to have no direct impact on the success of invasive P.australis lineages in North America, intraspecific lineage variation in indirect spillover and soil legacies from P.australis occur and may have important implications for co-occurring native species and restoration of invaded habitats. Our study integrates multiple factors linked to plant invasions, highlighting that indirect interactions are likely commonplace in influencing plant community dynamics and invasion success and impacts.",MA224,MW,include,interspecific,"competition, mutualism"
A General Scheme to Predict Partner Control Mechanisms in Pairwise Cooperative Interactions Between Unrelated Individuals,"Recent years have seen an explosion in the diversity of partner control mechanisms hypothesised to stabilise cooperative behaviour among unrelated individuals. Game theory suggests numerous strategies, each with specific decision rules that allow cooperators to control a non-contributing partner. This diversity of hypothetical strategies seems likely to reflect diversity in the types of intraspecific cooperation and interspecific mutualism that exist in nature. It is therefore important to provide a framework that explains similarities and differences between the various hypothetical strategies and that predicts how key parameters that describe the natural history of natural systems favour different control mechanisms. We develop a novel unifying framework for pairwise interactions between unrelated individuals, in which we link specific control mechanisms to specific game structures. The latter are defined by unique combinations of the states of five parameters that describe investment, aspects of the payoff matrix, the number of interactions and partner choice. We find that specific control mechanisms potentially have utility in a limited number of game structures; conversely, each game structure may typically offer a few competing control mechanisms. Our framework offers theoreticians specific problems that await mathematical exploration, while at the same time offering empiricists guidelines for evaluating the game structure and corresponding control mechanisms in their systems.  2011 Blackwell Verlag GmbH.",MA4,MW,exclude,,
Resource limitation moderates the adaptive suppression of subordinate breeding in a cooperatively breeding mongoose,"Social animal species show considerable variation in the way in which reproduction is distributed among group members. Recent attempts to explain this variation have proposed that differences in reproductive skew are attributable to differences in the net benefits group members receive from suppressing each other's breeding attempts. Despite receiving relatively little theoretical and empirical attention, the availability of resources required for successful breeding may have an important influence in determining the costs and benefits of suppressing reproduction and thus influence reproductive skew within social groups. Here, we test this possibility using a long-term study of female reproductive success in the banded mongoose Mungos mungo. We find that females experience greater costs of co-breeding when resources are in short supply and that older, more dominant females respond to this cost by suppressing subordinate breeding. This results in differing patterns of reproductive success for females of different competitive abilities, with the oldest, most dominant females breeding regardless of resource availability and younger, subordinate females breeding only when resources are abundant. Our findings highlight the role of resource limitation in determining the distribution of reproductive opportunities within social groups.  2012 The Author.",MA309,MW,exclude,,
"Slow algae, fast fungi: exceptionally high nucleotide substitution rate differences between lichenized fungi Omphalina and their symbiotic green algae Coccomyxa","Omphalina basidiolichens are obligate mutualistic associations of a fungus of the genus Omphalina (the exhabitant) and a unicellular green alga of the genus Coccomyxa (the inhabitant). It has been suggested that symbiotic inhabitants have a lower rate of genetic change compared to exhabitants because the latter are more exposed to abiotic environmental variation and competition from other organisms. In order to test this hypothesis we compared substitution rates in the nuclear ribosomal internal transcribed spacer region (ITS1, 5.8S, ITS2) among fungal species with rates among their respective algal symbionts. To ensure valid comparisons, only taxon pairs (12) with a common evolutionary history were used. On average, substitution rates in the ITS1 portion of Omphalina pairs were 27.5 times higher than rates in the corresponding pairs of Coccomyxa since divergence from their respective ancestor at the base of the Omphalina/Coccomyxa lineage. Substitution rates in the 5.8S and the ITS2 portions were 2.4 and 18.0 times higher, respectively. The highest rate difference (43.0) was found in the ITS1 region. These are, to our knowledge, the highest differences of substitution rates reported for symbiotic organisms. We conclude that the Omphalina model system conforms to the proposed hypothesis of lower substitution rates in the inhabitant, but that the mode of transmission of the inhabitant (vertical versus horizontal) could be a prevailing factor in the regulation of unequal rates of nucleotide substitution between co-evolving symbionts. Our phylogenetic study of Coccomyxa revealed three main lineages within this genus, corresponding to free-living :Coccomyxa, individuals isolated from basidiolichens Omphalina and Coccomyxa isolated from ascolichens belonging to the Peltigerales. (C) 2003 Elsevier Science (USA). All rights reserved.",MA324,MW,exclude,,
Morphological identification and DNA barcoding of a new species of Parabrachiella (Siphonostomatoida: Lernaeopodidae) with aspects of their intraspecific variation,"We present a detailed morphological description and a DNA barcoding of Parabrachiella platensis n. sp. collected from Mugil liza Valenciennes in Samborombon Bay (Buenos Aires, Argentina). This new species was compared with two Parabrachiella species parasitic on mugilids: Parabrachiella exilis (Shiino, 1956) and Parabrachiella mugilis (Kabata, Raibaut et Ben Hassine, 1971). Parabrachiella platensis n. sp. differs from those species in the shape of posterior processes, the anal slit with two pairs of bipartite papillae, the size of cephalothorax, the trunk, the maxilla, the microhabitat on the host, and the lack of caudal rami. On the host, the new species was in the nostrils (a new site for a species of the genus Parabrachiella) and in the fins base. Some minor morphological differences were observed in relation to the locations on the host. The molecular analysis conducted based on mtDNA-COI between specimens of the new species on the fins and nostrils showed a genetic similarity of 99.8%. This percentage supports that the specimens found in nostrils and fins base could represent a single species. New studies on P. platensis n. sp., including infection of the same fish with the two forms, could bring some new information. Anyway according to the genetic information provided and the minimal morphological differences spotted we conclude that the two forms are a single specie. The differences observed are possibly influenced by the place of the host where the two forms of copepods were found, nostrils and fins. The new species was also molecularly compared to other five species of Parabrachiella including P. exilis (parasitizing mugilid from Chile), Parabrachiella anisotremis, Parabrachiella auriculata, Parabrachiella merluccii, and P. hugu (the last two sequences were taken from the GenBank). The genetic distance of 9% among P. platensis n. sp. and P. exilis, which is the close morphological related species, allow to states that these two copepods on mugilids belong to different species and then validating the morphological differences found between them.  2017 Elsevier B.V.",MA250,MW,exclude,,
Phylosymbiosis: Relationships and Functional Effects of Microbial Communities across Host Evolutionary History,"Phylosymbiosis was recently proposed to describe the eco-evolutionary pattern, whereby the ecological relatedness of host-associated microbial communities parallels the phylogeny of related host species. Here, we test the prevalence of phylosymbiosis and its functional significance under highly controlled conditions by characterizing the microbiota of 24 animal species from four different groups (Peromyscus deer mice, Drosophila flies, mosquitoes, and Nasonia wasps), and we reevaluate the phylosymbiotic relationships of seven species of wild hominids. We demonstrate three key findings. First, intraspecific microbiota variation is consistently less than interspecific microbiota variation, and microbiota-based models predict host species origin with high accuracy across the dataset. Interestingly, the age of host clade divergence positively associates with the degree of microbial community distinguishability between species within the host clades, spanning recent host speciation events (~1 million y ago) to more distantly related host genera (~108 million y ago). Second, topological congruence analyses of each group's complete phylogeny and microbiota dendrogram reveal significant degrees of phylosymbiosis, irrespective of host clade age or taxonomy. Third, consistent with selection on hostmicrobiota interactions driving phylosymbiosis, there are survival and performance reductions when interspecific microbiota transplants are conducted between closely related and divergent host species pairs. Overall, these findings indicate that the composition and functional effects of an animal's microbial community can be closely allied with host evolution, even across wide-ranging timescales and diverse animal systems reared under controlled conditions.  2016 Brooks et al.",MA278,MW,exclude,,
"On the Morphology of Balaenophilus manatorum (Ortiz, Lalana, and Torres) (Copepoda: Harpacticoida) from Sea Turtles of the Mexican Pacific with Notes on Intraspecific Variation","Specimens of the ectoparasitic harpacticoid Balaenophilus manatorum (Ortiz, Lalana, and Torres, 1992) (Copepoda: Harpacticoida) were collected recently from the skin of sea turtles nesting along the Pacific coast of central Mexico. Adult specimens were compared with descriptions of specimens collected around Japan and Cuba. The intra-Pacific and the northwestern Atlantic specimens differed in subtle character states of the antennule, antennal exopod, swimming legs 1-4, and female and male fifth legs. Differences were within the range of intraspecific variability, as inferred from (1) the level of morphological divergence of B. manatorum? from its only congener, Balaenophilus unisetus, also an epibiont of marine vertebrates. (2) the broad distribution of both species as a result of their widely ranging hosts, and (3) morphological differences, which were not geographically consistent. No differences were found between specimens collected from different host species, which are presumed to have different migration patterns and geographic ranges.",MA262,MW,exclude,,
Effects of biodiversity on ecosystem functioning: A consensus of current knowledge,"Humans are altering the composition of biological communities through a variety of activities that increase rates of species invasions and species extinctions, at all scales, from local to global. These changes in components of the Earth's biodiversity cause concern for ethical and aesthetic reasons, but they also have a strong potential to alter ecosystem properties and the goods and services they provide to humanity. Ecological experiments, observations, and theoretical developments show that ecosystem properties depend greatly on biodiversity in terms of the functional characteristics of organisms present in the ecosystem and the distribution and abundance of those organisms over space and time. Species effects act in concert with the effects of climate, resource availability, and disturbance regimes in influencing ecosystem properties. Human activities can modify all of the above factors; here we focus on modification of these biotic controls. The scientific community has come to a broad consensus on many aspects of the relationship between biodiversity and ecosystem functioning, including many points relevant to management of ecosystems. Further progress will require integration of knowledge about biotic and abiotic controls on ecosystem properties, how ecological communities are structured, and the forces driving species extinctions and invasions. To strengthen links to policy and management, we also need to integrate our ecological knowledge with understanding of the social and economic constraints of potential management practices. Understanding this complexity, while taking strong steps to minimize current losses of species, is necessary for responsible management of Earth's ecosystems and the diverse biota they contain. Based on our review of the scientific literature, we are certain of the following conclusions: 1)Species' functional characteristics strongly influence ecosystem properties. Functional characteristics operate in a variety of contexts, including effects of dominant species, keystone species', ecological engineers, and interactions among species (e.g., competition, facilitation, mutualism, disease, and predation). Relative abundance alone is not always a good predictor of the ecosystem-level importance of a species, as even relatively rare species (e.g., a keystone predator) can strongly influence pathways of energy and material flows. 2) Alteration of biota in ecosystems via species invasions and extinctions caused by human activities has altered ecosystem goods and services in many well-documented cases. Many of these changes are difficult, expensive, or impossible to reverse or fix with technological solutions. 3) The effects of species loss or changes in composition, and the mechanisms by which the effects manifest themselves, can differ among ecosystem properties, ecosystem types, and pathways of potential community change. 4) Some ecosystem properties are initially insensitive to species loss because (a) ecosystems may have multiple species that carry out similar functional roles, (b) some species may contribute relatively little to ecosystem properties, or (c) properties may be primarily controlled by abiotic environmental conditions. 5) More species are needed to insure a stable supply of ecosystem goods and services as spatial and temporal variability increases, which typically occurs as longer time periods and larger areas are considered. We have high confidence in the following conclusions: 1) Certain combinations of species are complementary in their patterns of resource use and can increase average rates of productivity and nutrient retention. At the same time, environmental conditions can influence the importance of complementarity in structuring communities. Identification of which and how many species act in a complementary way in complex communities is just beginning. 2) Susceptibility to invasion by exotic species is strongly influenced by species composition and, under similar environmental conditions, generally decreases with increasing species richness. However, several other factors, such as propagule pressure, disturbance regime, and resource availability also strongly influence invasion success and often override effects of species richness in comparisons across different sites or ecosystems. 3) Having a range of species that respond differently to different environmental perturbations can stabilize ecosystem process rates in response to disturbances and variation in abiotic conditions. Using practices that maintain a diversity of organisms of different functional effect and functional response types will help preserve a range of management options. Uncertainties remain and further research is necessary in the following areas: 1) Further resolution of the relationships among taxonomic diversity, functional diversity, and community structure is important for identifying mechanisms of biodiversity effects. 2) Multiple trophic levels are common to ecosystems but have been understudied in biodiversity/ecosystem functioning research. The response of ecosystem properties to varying composition and diversity of consumer organisms is much more complex than responses seen in experiments that vary only the diversity of primary producers. 3) Theoretical work on stability has outpaced experimental, work, especially field research. We need long-term experiments to be able to assess temporal stability, as well as experimental perturbations to assess response to and recovery from a variety of disturbances. Design and analysis of such experiments must account for several factors that covary with species diversity. 4) Because biodiversity both responds to and influences ecosystem properties, understanding the feedbacks involved is necessary to integrate results from experimental communities with patterns seen at broader scales. Likely patterns of extinction and invasion need to be linked to different drivers of global change, the forces that structure communities, and controls on ecosystem properties for the development of effective management and conservation strategies. 5) This paper focuses primarily on terrestrial systems, with some coverage of freshwater systems, because that is where most empirical and theoretical study has focused. While the fundamental principles described here should apply to marine systems, further study of that realm is necessary. Despite some uncertainties about the mechanisms and circumstances under which diversity influences ecosystem properties, incorporating diversity effects into policy and management is essential, especially in making decisions involving large temporal and spatial scales. Sacrificing those aspects of ecosystems that are difficult or impossible to reconstruct, such as diversity, simply because we are not yet certain about the extent and mechanisms by which they affect ecosystem properties, will restrict future management options even further. It is incumbent upon ecologists to communicate this need, and the values that can derive from such a perspective, to those charged with economic and policy decision-making.",MA113,MW,exclude,,
The fundamental role of competition in the ecology and evolution of mutualisms,"Mutualisms are interspecific interactions that yield reciprocal benefits. Here, by adopting a consumer-resource perspective, we show how considering competition is necessary in order to understand the evolutionary and ecological dynamics of mutualism. We first review the ways in which competition shapes the ecology of mutualisms, using a graphical framework based on resource flows rather than net effects to highlight the opportunities for competition. We then describe the known mechanisms of competition and show how it is a critical driver of the evolutionary dynamics, persistence, and diversification of mutualism. We argue that empirical and theoretical research on the ecology and evolution of mutualisms will jointly progress by addressing four key points: (i) the existence and shape of physiological trade-offs among cooperation, competition, and other life-history and functional traits; (ii) the capacity for individuals to express conditional responses to variation in their mutualistic and competitive environment; (iii) the existence of heritable variation for mutualistic and competitive traits and their potentially conditional expression; and (iv) the structure of the network of consumer-resource interactions in which individuals are embedded.",MA377,MW,include,interspecific,"mutualism, review"
"Individual versus social complexity, with particular reference to ant colonies","Insect societies - colonies of ants, bees, wasps and termites vary enormously in their social complexity. Social complexity is a broadly used term that encompasses many individual and colony-level traits and characteristics such as colony size, polymorphism and foraging strategy. A number of earlier studies have considered the relationships among various correlates of social complexity in insect societies; in this review, we build upon those studies by proposing additional correlates and show how all correlates can be integrated in a common explanatory framework. The various correlates are divided among four broad categories (sections). Under 'polyphenism' we consider the differences among individuals, in particular focusing upon 'caste' and specialization of individuals. This is followed by a section on 'totipotency' in which we consider the autonomy and subjugation of individuals. Under this heading we consider various aspects such as intracolony conflict, worker reproductive potential and physiological or morphological restrictions which limit individuals' capacities to perform a range of tasks or functions. A section entitled 'organization of work' considers a variety of aspects, e.g. the ability to tackle group, team or partitioned tasks, foraging strategics and colony reliability and efficiency. A final section, 'communication and functional integration', considers how individual activity is coordinated to produce an integrated and adaptive colony. Within each section we use illustrative examples drawn from the social insect literature (mostly from ants, for which there is the best data) to illustrate concepts or trends and make a number of predictions concerning how a particular trait is expected to correlate with other aspects of social complexity. Within each section we also expand the scope of the arguments to consider these relationships in a much broader sense of 'sociality' by drawing parallels with other 'social' entities such as multicellular individuals, which can be understood as 'societies' of cells. The aim is to draw out any parallels and common causal relationships among the correlates. Two themes run through the study. The first is the role of colony size as an important factor affecting social complexity. The second is the complexity of individual workers in relation to the complexity of the colony. Consequently, this is an ideal opportunity to test a previously proposed hypothesis that 'individuals of highly social ant species arc less complex than individuals from simple ant species' in light of numerous social correlates. Our findings support this hypothesis. In summary, we conclude that, in general, complex societies arc characterized by large colony size, worker polymorphism, strong behavioural specialization and loss of totipotency in its workers, low individual complexity, decentralized colony control and high system redundancy, low individual competence, a high degree of worker cooperation when tackling tasks, group foraging strategies, high tempo, multi-chambered tailor-made nests, high functional integration, relatively greater use of cues and modulatory signals to coordinate individuals and heterogeneous patterns of worker-worker interaction.",MA203,MW,exclude,,
Determinants of reproductive success in dominant female meerkats,"1. In cooperative societies with high reproductive skew, selection on females is likely to operate principally through variation in the probability of acquiring dominant status and variation in reproductive success while dominant. Despite this, few studies of cooperative societies have investigated the factors that influence which females become dominant, and/or their reproductive output while in the dominant position. 2. Here we use long-term data from a wild meerkat population to describe variation in the breeding success of dominant female meerkats Suricata suricatta and investigate its causes. 3. Female meerkats compete intensely for breeding positions, and the probability of acquiring the breeding role depends upon a female's age in relation to competitors and her weight, both at the time of dominance acquisition and early in life. 4. Once dominant, individual differences in breeding success depend principally on the duration of dominance tenure. Females remain for longer in the dominant position if they are heavier than their competitors at the start of dominance, and if the number of adult female competitors at the start is low. 5. Female breeding success is also affected by variation in fecundity and pup survival, both of which increase with group size. After controlling for these effects, female body weight has a positive influence on breeding rate and litter size, while the number of adult female competitors reduces litter survival. 6. These findings suggest that selection for body weight and competitive ability will be high in female meerkats, which may moderate their investment in cooperative activities. We suggest that similar consequences of competition may occur among females in other cooperative societies where the benefits of attaining dominance status are high.  2007 The Authors.",MA88,MW,exclude,,
Modelling the co-evolution of indirect genetic effects and inherited variability,"When individuals interact, their phenotypes may be affected not only by their own genes but also by genes in their social partners. This phenomenon is known as Indirect Genetic Effects (IGEs). In aquaculture species and some plants, however, competition not only affects trait levels of individuals, but also inflates variability of trait values among individuals. In the field of quantitative genetics, the variability of trait values has been studied as a quantitative trait in itself, and is often referred to as inherited variability. Such studies, however, consider only the genetic effect of the focal individual on trait variability and do not make a connection to competition. Although the observed phenotypic relationship between competition and variability suggests an underlying genetic relationship, the current quantitative genetic models of IGE and inherited variability do not allow for such a relationship. The lack of quantitative genetic models that connect IGEs to inherited variability limits our understanding of the potential of variability to respond to selection, both in nature and agriculture. Models of trait levels, for example, show that IGEs may considerably change heritable variation in trait values. Currently, we lack the tools to investigate whether this result extends to variability of trait values. Here we present a model that integrates IGEs and inherited variability. In this model, the target phenotype, say growth rate, is a function of the genetic and environmental effects of the focal individual and of the difference in trait value between the social partner and the focal individual, multiplied by a regression coefficient. The regression coefficient is a genetic trait, which is a measure of cooperation; a negative value indicates competition, a positive value cooperation, and an increasing value due to selection indicates the evolution of cooperation. In contrast to the existing quantitative genetic models, our model allows for co-evolution of IGEs and variability, as the regression coefficient can respond to selection. Our simulations show that the model results in increased variability of body weight with increasing competition. When competition decreases, i.e., cooperation evolves, variability becomes significantly smaller. Hence, our model facilitates quantitative genetic studies on the relationship between IGEs and inherited variability. Moreover, our findings suggest that we may have been overlooking an entire level of genetic variation in variability, the one due to IGEs.",MA245,MW,include,intraspecific,competition/cooperation
Impact of animal welfare on worldwide poultry production,"Animal welfare has become an important issue in poultry production. Concern about poultry welfare has mainly been expressed in industrialised countries. Since trade of poultry products is highly internationalised, welfare aspects have to be considered by all countries involved. This paper reviews the changes in the attitude to animal welfare in Western societies and the related development of regulations and standards, the impact of high welfare standards on production costs and on international trade of poultry products and finally, the influence of different stakeholders on poultry production and marketing. From the 1960s onwards, animal welfare activities have been focused on farm animals kept under 'industrial' conditions, such as caged laying hens. Consequently, the management conditions for laying hens in Europe have been regulated in detail by national laws and EU-Directives. Meanwhile, conventional cages have been banned in the EU and welfare activities are now directed towards other issues, such as beak-trimming and killing day-old chicks of layer lines. All measures which are considered to improve the welfare of animals increase cost of production. Hence, differences in national welfare regulations are expected to relocate poultry production to countries with low welfare standards. There is a tendency that important retailers and food chains use welfare as a marketing argument and establish high price premium labels. Standards which are established and controlled by stakeholders of the poultry market are independent of national welfare legislation. This will lead to harmonisation of welfare standards on an international level. Most welfare labels have been developed by retailers in cooperation with welfare-oriented NGOs. There is a new trend in Germany where retailers and farmers organisations develop welfare schemes and poultry producers are paid an extra allowance for welfare-friendly production. This system ensures that poultry farmers are reimbursed for the welfare-related costs.  Copyright 2018 World's Poultry Science Association.",MA191,MW,exclude,,
"Intraspecific host selection of Pre David's deer by cattle egrets in Dafeng, China","Studies have focused on foraging ecology of cattle egrets (Bubulcus ibis) and their selection of ungulate host species. However, few studies have been conducted at intraspecific levels, such as the sex/age class of a specific ungulate. In this study, the foraging behavior and intraspecific host selection of cattle egrets associated with Pre David's deer (Elaphurus davidianus) were investigated at the Dafeng National Nature Reserve, China in summer 2011 and 2012. Egret-deer pairing status was analyzed and intraspecific host selection index was calculated. Cattle egrets preferred to feed with female deer compared with male deer and fawns. In contrast to solitary birds, cattle egrets following a deer benefited from a relatively low vigilance output, high foraging success, low energy expenditure, and high total foraging yields. These egrets also maximized benefits when they followed female deer compared with male deer and fawns. Our results further indicated that egrets likely preferred females because of the appropriate moving speed that allowed these egrets to follow and forage sufficiently and effectively. The males of Pre David's deer were possibly more aggressive than the females during the rutting season, causing egrets to experience difficulty in accompaniment and feeding. Fawns were not preferred because they were usually motionless and insufficiently large to stir more insects. We did not find any behavioral differences in vigilance and feeding between juveniles and adults. Our results suggested that cattle egrets could obtain significant benefits from their association with Pre David's deer, and these benefits were maximized when they followed female deer.  2014 Elsevier B.V.",MA221,MW,exclude,,
"Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Sociosexuality is defined as an individual's interest in uncommitted sexual activity and can be measured in terms of both psychological orientations and behavioral expression. In socio-ecological contexts in which adults monogamously partner and cooperate to raise children, individuals with unrestricted sociosexuality are likely to prioritize mating/competition over committed partnering and parenting. Given the importance of mother-father cooperation in the evolutionary past, humans may have the capacity to facultatively and opportunistically downregulate sociosexuality to focus on priorities related to invested partnering and parenting. To date, no prior studies have used longitudinal data to track within-individuals changes in sociosexuality as it relates to such life history transitions. Given the lack of prior longitudinal research in this area, it is likewise unknown what physiological mechanisms might mediate within-individual changes in sociosexuality through time but testosterone is a plausible candidate. To explore these questions, we drew on a large, long-running study of Filipino men (n = 288), who were single non-fathers at 25.9 years of age and were followed up 4-5 years later. We found that men with more unrestricted sociosexuality at baseline were more likely to experience relationship dissolution by follow-up, consistent with past work. Compared to men who remained single non-fathers at followup, men who became married residential fathers showed shifts towards more restricted global sociosexuality as well as sociosexual behavior. Relative to their own baseline values, married residential fathers also had more restricted sociosexuality in all domains at follow-up. They were the only group for whom this was found. We found theoretically-consistent but modest support for positive correlations between men's testosterone and their sociosexuality, but no evidence that the two change in tandem together through time. Our results suggest that some amount of between-individual differences in sociosexuality are not stable and can facultatively shift alongside other aspects of male reproductive effort.",MA339,MW,exclude,,
Culture and the evolution of social learning,"Applications of modern evolutionary theory to human culture have generated several different theoretical approaches that challenge traditional anthropological perspectives. `'Cultural selection'' and `'mind parasite'' theories model culture as an independent evolutionary system because transmission of cultural traits via social learning is distinct from transmission of genes via DNA replication, `'Dual-inheritance'' and `'co-evolution'' theories model culture as an intermediary evolutionary process that involves information from two inheritance systems: genetics and social learning, `'Evolutionary psychology'' theories emphasize that the evolutionary history of natural selection on mental processes links culture and biological adaptation; hence, cultural information is viewed as part of the organic phenotype and not an independent evolutionary system, Cross-cultural universals and scenarios of the `'environment of evolutionary adaptedness'' are used to identify characteristics of the `'evolved mind'' (human nature). `'Behavioral ecology'' theories examine relations between behavior and environmental context, Behavioral/cultural variations are viewed as products of flexible decision-making processes (evolved mind) that may respond adaptively to micro-environmental differences, It is difficult to devise empirical tests that distinguish among these theories, because they share many basic premises and make similar predictions about human behavior. Indeed, some of the apparent differences may be more semantic than substantive. Social learning is the key process underlying these evolutionary paradigms, Here I argue that human learning mechanisms are products of natural selection, and hence process information in ways that reflect evolutionary design, I review common objections to this hypothesis, including (1) learning processes are uncoupled from genetics and biological adaptation; (2) culture (or its effects) is partly extrasomatic; (3) culture, by most definitions, involves mental phenomena, including conscious thought; (4) culture involves the use of arbitrary symbols to communicate information; (5) culture appears to have emergent properties at the group level, such as shared values and beliefs resulting in political and religious institutions; (6) culture involves historical processes; and (7) complex culture is uniquely human-we need an explanation for why the human species alone evolved such extensive social learning aptitudes. I suggest that these controversies can be resolved, although empirical tests are difficult. I posit that social competition was a primary selective pressure on human mental abilities (Alexander 1989) and that this favored domain-general, constructivist learning capabilities (e.g., Quartz and Sejnowski, in press) that can manage context-dependent analysis and integrate information from domain-specific mechanisms (Hirschfeld and Gelman 1994; MacDonald 1991; Sperber 1996). Humans are unique in the extraordinary levels of novelty that are generated by the processing of socially learned information. Human culture is cumulative; human cognition produces new ideas built upon the old. To a degree that far surpasses that of any other species, human mental processes must contend with a constantly changing information environment of their own creation. Cultural information may be especially dynamic because it is a fundamental aspect of human social competition. Apparently arbitrary changes in cultural traits, such as clothing styles, music, art, food, dialects, and so forth, may reflect information arms races among social competitors. The remarkable developmental plasticity and cross domain integration of some cognitive mechanisms may be products of selection for special sensitivity to variable social context. Human `'culture'' is not just a pool or source of information; it is an arena and theater of social manipulation and competition. Studies of human behavior-including language, kinship, mating relationships, subsistence, economics, and politics-generally are consistent with an evolutionary basis for social learning, but often they fail to add specific new knowledge about the mechanisms. Analyses of cognitive aptitudes underlying language, kinship, and so forth, often are inconclusive because cultural information (and consequent behavior) involves complex interaction among history, environmental variation, ontogenetic pathways of mental processes, and specific context. I suggest that empirical tests of evolutionary culture theory must build upon identification of apparent universals and examine individual variability by incorporating developmental psychology, environmental conditions, and social and historical context. This synthesis would benefit from enhanced cooperation between cognitive psychologists and cultural anthropologists. (C) Elsevier Science Inc., 1997.",MA84,MW,exclude,,
