"label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates"
"X.ISI.000220133400004","Dominance hierarchies in group-living cleaning gobies: causes and foraging consequences","Whiteman, EA and Cote, IM","ANIMAL BEHAVIOUR","0003-3472","67","2","239-247","2004","10.1016/j.anbehav.2003.04.006","In species living in social groups, aggression among individuals to gain access to limiting resources can lead to the formation of stable social hierarchies. We tested whether dominance rank in social groups of sponge-dwelling cleaning gobies Elacatinus prochilos in Barbados was determined by physical attributes of individuals or by prior experience of dominance, and examined the foraging consequences of dominance rank. Intraspecific aggression within groups resulted in stable dominance hierarchies that were strongly correlated with fish length. Dominant individuals maintained exclusive territories while subordinate fish occupied broader home ranges. Larger, competitively dominant fish were able to monopolize areas inside the sponge lumen with the highest abundance of the polychaete Haplosyllis spp., a favoured prey item, and achieved the highest foraging rates. The removal of a territorial individual from large groups resulted in a domino-like effect in territory relocation of the remaining fish as individuals moved to the territory previously occupied by the individual just above them in the group hierarchy. Individuals added to existing groups generally failed to gain access to territories, despite being formerly dominant in their original groups. When given the opportunity to choose a location in the absence of larger competitors, gobies frequently preferred positions that were previously defended and that had abundant food. These results suggest that intraspecific competition for resources creates the observed dominance structures and provides support for the role of individual physical attributes in the formation and maintenance of dominance hierarchies. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2
"X.ISI.000223426100015","Gastropod shell size and morphology influence conspecific interactions in an encrusting hydroid","Ferrell, DL","MARINE ECOLOGY PROGRESS SERIES","0171-8630","275",NA,"153-162","2004","10.3354/meps275153","Discrete patches of suitable habitat and the consequent aggregation of organisms with similar habitat requirements often intensify competition, particularly among conspecifics. Habitat differences may generate interactions between smaller or larger individuals at variable stages of development in many fungi, plants, and colonial animals. Size-dependent competitive outcomes and effects on sexual reproductive allocation indicate that differences among discrete habitats have potentially profound ecological and evolutionary implications. In the northern Gulf of Mexico, the colonial hydroid Hydractinia {[}GM] colonizes hermit crab-occupied gastropod shells (= microhabitats), which vary greatly in size and morphology. Here, the relationship between the gastropod assemblages available for H. {[}GM] colonization and the frequency of conspecific encounters and sexual status of those colonies involved is documented. Field-collected shells bore 1 to 3 colonies, and the number of colonies per shell increased with shell size. In contrast to previous studies, conspecific encounters were not limited to juvenile colonies. Sexually mature H. {[}GM] colonies generally were not distributed differently among shells with and without conspecifics. Moreover, mature colonies predominated conspecific encounters on large shell species exhibiting certain morphology. Inanimate structures, such as dock pilings and rocky surfaces, provide additional large surfaces for Hydractinia colonization in some areas. These results suggest that previous Hydractinia spp. studies represent only a subset of the diversity of ecologically relevant possibilities with respect to available substrata. Also, the characteristics of a given microhabitat (e.g. shell) affect competitive outcomes and sexual reproductive characters of its constituent competitors.",2
"X.ISI.000188244300012","Gender- and sequence-dependent predation within group colonizers of defended plants: a constraint on cheating among bark beetles?","Aukema, BH and Raffa, KF","OECOLOGIA","0029-8549","138","2","253-258","2004","10.1007/s00442-003-1433-y","Bark beetles engage in one of the most pronounced examples of group procurement of defended plants. Their aggregation pheromones attract both sexes and are essential to overcome constitutive and rapidly inducible lethal defenses. The relative benefits to senders versus receivers of these signals are only partly understood. Because the initial stage of host entry can be hazardous, there may be benefit to a cheating strategy, whose practitioners respond to pheromones but do not engage in host searching. Several disadvantages to cheating have been proposed, but the role of predators has not been considered. Predators exploit bark beetle pheromones to locate prey, accumulate at the breeding site, and consume adult bark beetles before they enter the tree. Preliminary experiments quantified arrival patterns in the field. We used a laboratory assay to investigate relative predation on pioneers (those that initially select and enter hosts) and responders (those that arrive at a host in response to pheromones) during host colonization. Our model system utilized the pine engraver, Ips pini, which exhibits male harem polygamy. We allowed male I. pini to colonize host tissue and added females 1 day later. Also 1 day later, we variably added additional males and predacious checkered beetles, Thanasimus dubius. These treatments included two densities of males and three densities of predators that were selected to emulate field conditions. Responding males experienced higher predation than pioneers. T. dubius ate more males than females, independent of the presence or absence of responding males. T. dubius affected the distribution of females per male, although the number of females that survived to construct ovipositional galleries was constant. We discuss the viability of cheating, implications for biological control, and predator-prey coevolution in this cooperative, group-colonizing herbivore.",2
"X.ISI.000187962200002","Direct and indirect effects of pollinators and seed predators to selection on plant and floral traits","Cariveau, D and Irwin, RE and Brody, AK and Garcia-Mayeya, LS and von der Ohe, A","OIKOS","0030-1299","104","1","15-26","2004","10.1111/j.0030-1299.2004.12641.x","Although flowering traits are often assumed to be under strong selection by pollinators, significant variation in such traits remains the norm for most plant species. Thus, it is likely that the interactions among plants, mutualists, and other selective agents, such as antagonists, ultimately shape the evolution of floral and flowering traits. We examined the importance of pollination vs pre-dispersal seed predation to selection on plant and floral characters via female plant-reproductive success in Castilleja linariaefolia (Scrophulariaceae). C. linariaefolia is pollinated by hummingbirds and experiences high levels of pre-dispersal seed predation by plume moth and fly larvae in the Rocky Mountains of Colorado, USA, where this work was conducted. We first examined whether female reproduction in C. linariaefolia was limited by pollination. Supplemental pollination only marginally increased components of female reproduction, likely because seed predation masked, in part, the beneficial effects of pollen addition. In unmanipulated populations, we measured calyx length, flower production, and plant height and used path analysis combined with structural equation modeling to quantify their importance to relative seed set through pathways involving pollination vs seed predation. We found that the strength of selection on calyx length, flower production, and plant height was greater for seed predation pathways than for pollination pathways, and one character, calyx length, experienced opposing selection via pollination vs seed predation. These results suggest that the remarkable intraspecific variation in plant and floral characters exhibited by some flowering plants is likely the result of selection driven, at least in part, by pollinators in concert with antagonists, such as pre-dispersal seed predators. This work highlights the subtle but complex interactions that shape floral and vegetative design in natural ecosystems.",2
"X.ISI.000187724600008","The forager's dilemma: Food sharing and food defense as risk-sensitive foraging options","Dubois, F and Giraldeau, LA","AMERICAN NATURALIST","0003-0147","162","6","768-779","2003","10.1086/379202","Although many variants of the hawk-dove game predict the frequency at which group foraging animals should compete aggressively, none of them can explain why a large number of group foraging animals share food clumps without any overt aggression. One reason for this shortcoming is that hawk-dove games typically consider only a single contest, while most group foraging situations involve opponents that interact repeatedly over discovered food clumps. The present iterated hawk-dove game predicts that in situations that are analogous to a prisoner's dilemma, animals should share the resources without aggression, provided that the number of simultaneously available food clumps is sufficiently large and the number of competitors is relatively small. However, given that the expected gain of an aggressive animal is more variable than the gain expected by nonaggressive individuals, the predicted effect of the number of food items in a clump-clump richness-depends on whether only the mean or both the mean and variability associated with payoffs are considered. More precisely, the deterministic game predicts that aggression should increase with clump richness, whereas the stochastic risk-sensitive game predicts that the frequency of encounters resulting in aggression should peak at intermediate clump richnesses or decrease with increasing clump richness if animals show sensitivity to the variance or coefficient of variation, respectively.",2
"X.ISI.000186738000019","Slow algae, fast fungi: exceptionally high nucleotide substitution rate differences between lichenized fungi Omphalina and their symbiotic green algae Coccomyxa","Zoller, S and Lutzoni, F","MOLECULAR PHYLOGENETICS AND EVOLUTION","1055-7903","29","3","629-640","2003","10.1016/S1055-7903(03)00215-X","Omphalina basidiolichens are obligate mutualistic associations of a fungus of the genus Omphalina (the exhabitant) and a unicellular green alga of the genus Coccomyxa (the inhabitant). It has been suggested that symbiotic inhabitants have a lower rate of genetic change compared to exhabitants because the latter are more exposed to abiotic environmental variation and competition from other organisms. In order to test this hypothesis we compared substitution rates in the nuclear ribosomal internal transcribed spacer region (ITS1, 5.8S, ITS2) among fungal species with rates among their respective algal symbionts. To ensure valid comparisons, only taxon pairs (12) with a common evolutionary history were used. On average, substitution rates in the ITS1 portion of Omphalina pairs were 27.5 times higher than rates in the corresponding pairs of Coccomyxa since divergence from their respective ancestor at the base of the Omphalina/Coccomyxa lineage. Substitution rates in the 5.8S and the ITS2 portions were 2.4 and 18.0 times higher, respectively. The highest rate difference (43.0) was found in the ITS1 region. These are, to our knowledge, the highest differences of substitution rates reported for symbiotic organisms. We conclude that the Omphalina model system conforms to the proposed hypothesis of lower substitution rates in the inhabitant, but that the mode of transmission of the inhabitant (vertical versus horizontal) could be a prevailing factor in the regulation of unequal rates of nucleotide substitution between co-evolving symbionts. Our phylogenetic study of Coccomyxa revealed three main lineages within this genus, corresponding to free-living :Coccomyxa, individuals isolated from basidiolichens Omphalina and Coccomyxa isolated from ascolichens belonging to the Peltigerales. (C) 2003 Elsevier Science (USA). All rights reserved.",2
"X.ISI.000220632600009","Some evolutionary aspects of the food-procuring group behavior in phylogenesis of primates","Malyukova, IV and Uvarova, IA and Molotova, NG and Nikitin, VS","JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY","0022-0930","39","6","702-713","2003","10.1023/B:JOEY.0000023490.87440.ea","The peculiarities were studied of the intragroup competitive and cooperative behavior of primates differing by the level of phylogenetic development, beginning from low-organized species of the higher primates to high-organized anthropoid monkeys (Callithrix jacchus, Cebus apella, Macaca mulatta, Papio hamaofrijas, Pan troglodytes). It has been shown that in all monkeys, under conditions of competitive feeding situation, there were changes of the complex behavioral forms observed at individual learning. Under conditions of the activity in pairs, the females of platyrrhine (New World) and lower narrow-nose (Old World) monkeys lost the possibility to realize the skill and food needs, so the programmed tasks were solved predominantly by the males. In chimpanzees, the change of indices of instrumental activity involved to the equal degree the male and female, and solution of the alternation task was higher in individual experiments. The age differences were revealed in the competitive behavior of chimpanzees in group. The realization of formed skills depended on the complex of factors including the requirements dominating in the given situation and the age and typological peculiarities, as well as the social rank of each monkey in the community. In rhesus macaques the capability for cooperative interaction was revealed under conditions of complex operant activity.",2
"X.ISI.000185988000014","Determinants of sperm transfer in the scorpionfly Panorpa cognata: male variation, female condition and copulation duration","Engqvist, L and Sauer, KP","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X","16","6","1196-1204","2003","10.1046/j.1420-9101.2003.00613.x","Recent studies suggest that sperm production and transfer may have significant costs to males. Male sperm investment into a current copulation may therefore influence resources available for future matings, which selects for male strategic mating investment. In addition, females may also benefit from actively or passively altering the number of sperm transferred by males. In the scorpionfly Panorpa cognata, the number of sperm transferred during copulation depended on copulation duration and males in good condition (residual weight) copulated longer and also transferred more sperm. Moreover, sperm transferred and stored per unit time was higher in copulations with females in good condition than in copulations with females in poor condition. Males varied greatly and consistently in their sperm transfer rate, indicative of costs associated with this trait. The duration of the pairing prelude also varied between males and correlated negatively with the male's sperm transfer rate, but no other male character correlated significantly with male sperm transfer rate. The results are consistent with strategic mating effort but sperm transfer could also be facilitated by the physical size of females and/or females in good condition may be more cooperative during sperm transfer.",2
"X.ISI.000181661100002","Facultative control of offspring sex in the cooperatively breeding bell miner, Manorina melanophrys","Ewen, JG and Crozier, RH and Cassey, P and Ward-Smith, T and Painter, JN and Robertson, RJ and Jones, DA and Clarke, MF","BEHAVIORAL ECOLOGY","1045-2249","14","2","157-164","2003","10.1093/beheco/14.2.157","The ability to alter primary sex ratios has the potential to increase a breeding individual's fitness. This is certainly true in those cooperative breeders where one sex is both philopatric and helps raise future offspring of its parents. We examined the primary sex ratio variation in the cooperatively breeding bell miner (Manorina melanophrys) in southeastern Australia over six breeding seasons. Male offspring are the philopatric and helping sex in this system and can increase the reproductive output of their parents. Bell miners aggressively defend their territory from all interspecific competitors and by doing so allow food resources to dramatically increase. The increase in phytophagous Psyllidae insects (which secrete a carbohydrate-rich coating that constitutes the major component of bell miner diet) leads to a decrease in tree health, often culminating in death of the tree. Bell miners then move as groups to new areas with low psyllid abundance, and the cycle repeats. Using this predictable temporal variation in food availability, we aimed to determine whether female breeders adjusted the, sex ratio of broods to produce more of the philopatric sex when food resources were high and more of the dispersing sex when food resources were low. Our results-provide clear evidence for such facultative control of sex ratio by female bell miners. Newly founded colonies are characterized by low food availability and a female-biased primary sex ratio, whereas colonies more than 1 year old have an increased food availability and a male-biased primary sex ratio. We suggest treating forces associated with resource enhancement and competition as opposing sides of a single general principle and suggest that it is necessary to view both the costs and benefits of philopatric individuals within a variable environment.",2
"X.ISI.000184415900008","On the reorganization of fitness during evolutionary transitions in individuality","Michod, RE and Nedelcu, AM","INTEGRATIVE AND COMPARATIVE BIOLOGY","1540-7063","43","1","64-73","2003","10.1093/icb/43.1.64","The basic problem in an evolutionary transition is to understand how a group of individuals becomes a new kind of individual, possessing the property of heritable variation in fitness at the new level of organization. During an evolutionary transition, for example, from single cells to multicellular organisms, the new higher-level evolutionary unit (multicellular organism) gains its emergent properties by virtue of the interactions among lower-level units (cells). We see the formation of cooperative interactions among lower-level units as a necessary step in evolutionary transitions; only cooperation transfers fitness from lower levels (costs to group members) to higher levels (benefits to the group). As cooperation creates new levels of fitness, it creates the opportunity for conflict between levels as deleterious mutants arise and spread within the group. Fundamental to the emergence of a new higher-level unit is the mediation of conflict among lower-level units in favor of the higher-level unit. The acquisition of heritable variation in fitness at the new level, via conflict mediation, requires the reorganization of the basic components of fitness (survival and reproduction) and life-properties (such as immortality and totipotency) as well as the co-option of lower-level processes for new functions at the higher level. The way in which the conflicts associated with the transition in individuality have been mediated, and fitness and general life-traits have been re-organized, can influence the potential for further evolution (i.e., evolvability) of the newly emerged evolutionary individual. We use the volvocalean green algal group as a model-system to understand evolutionary transitions in individuality and to apply and test the theoretical principles presented above. Lastly, we discuss how the different notions of individuality stem from the basic properties of fitness in a multilevel selection context.",2
"X.ISI.000181156600014","Socially mediated speciation","Hochberg, ME and Sinervo, B and Brown, SP","EVOLUTION","0014-3820","57","1","154-158","2003","10.1554/0014-3820(2003)057{[}0154:SMS]2.0.CO;2","We employ a simple model to show that social selection can lead to prezygotic reproductive isolation. The evolution of social discrimination causes the congealing of phenotypically similar individuals into different, spatially distinct tribes. However, tribal formation is only obtained for certain types of social behavior: altruistic and selfish acts can produce tribes, whereas spiteful and mutualistic behaviors never do. Moreover, reduced hybrid fitness at tribal borders leads to the selection of mating preferences, which then spread to the core areas of the respective tribes. Unlike models of resource competition, our model generates reproductive isolation in an ecologically homogeneous environment. We elaborate on how altruistic acts can lead to reproductive isolation, but also predict that certain types of competition can lead to the speciation effect. Our theory provides a framework for how individual level interactions mold lineage diversification, with parapatric speciation as a possible end product.",2
"X.ISI.000178613600001","The ubiquitous and varied role of infection in the lives of animals and plants","Moran, NA","AMERICAN NATURALIST","0003-0147","160","S","S1-S8","2002","10.1086/342113","Parasitic and symbiotic infections are major forces governing the life histories of plant and animal hosts-a fact that is ever more evident because of recent findings emanating from diverse subdisciplines of biology. Yet, infectious organisms have been relatively little investigated by biologists who study natural populations. Now that new molecular and computational tools allow us to differentiate and track microscopic infectious agents in nature, we are beginning to establish a better appreciation of their effects on larger, more familiar organisms. This special issue on the ecological and evolutionary consequences of infection for plants and animals is based on the annual Vice Presidential Symposium at the meeting of the American Society of Naturalists held in Knoxville, Tennessee, in the summer of 2001.",2
"X.ISI.000177589000014","Contrasting effects of Wolbachia on cytoplasmic incompatibility and fecundity in the haplodiploid mite Tetranychus urticae","Perrot-Minnot, MJ and Cheval, B and Migeon, A and Navajas, M","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X","15","5","808-817","2002","10.1046/j.1420-9101.2002.00446.x","Recent studies on Wolbachia-induced incompatibility in haplodiploid insects and mites have revealed a diversity of cytoplasmic incompatibility (CI) patterns among host species. Here, we report intraspecific diversity in CI expression among four strains of the arrhenotokous mite Tetranychus urticae and in T. turkestani. Variability of CI expression within T. urticae ranged from no CI to complete CI, and included either female embryonic mortality or male conversion types of CI. A fecundity cost attributed to the infection with the high-CI Wolbachia strain was the highest ever recorded for Wolbachia (-80 to -100\% decrease). Sequence polymorphism at a 550-bp-portion of Wolbachia wsp gene revealed two clusters distant by 21\%, one of which included three Wolbachia strains infecting mite populations sampled from the same host-plant species, but showing distinct CI patterns. These data are discussed in the light of theoretical predictions on the evolutionary pathways followed in this symbiotic interaction.",2
"X.ISI.000174969200001","Symbiotic sympatric speciation through interaction-driven phenotype differentiation","Kaneko, K and Yomo, T","EVOLUTIONARY ECOLOGY RESEARCH","1522-0613","4","3","317-350","2002",NA,"A mechanism of genetic diversification and reproductive isolation is presented based on the interaction-induced diversification of phenotypes. First, phenotypes of individuals with identical genotypes split into a few groups, according to instability in the developmental dynamics associated with the interaction among individuals. Later, through competition for reproduction and mutational change of genes, the phenotypic differences are fixed to genes, until the groups ('species') are completely separated in terms of genes as well as phenotypes. In addition, we demonstrate that the proposed theory for speciation works also under sexual recombination and provides a basis for the evolution of mating preference. The relevance of the results to natural evolution are discussed, including incomplete penetrance in mutants and the change in flexibility in genotype-phenotype correspondence. Possible experiments are proposed to verify the theory presented.",2
"X.ISI.000180007000008","The causes and consequences of ant invasions","Holway, DA and Lach, L and Suarez, AV and Tsutsui, ND and Case, TJ","ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS","0066-4162","33",NA,"181-233","2002","10.1146/annurev.ecolysis.33.010802.150444","Invasions by non-native ants are an ecologically destructive phenomenon affecting both continental and island ecosystems throughout the world. Invasive ants often become highly abundant in their introduced range and can outnumber native ants. These numerical disparities underlie the competitive asymmetry between invasive ants and native ants and result from a complex interplay of behavioral, ecological, and genetic factors. Reductions in the diversity and abundance of native ants resulting from ant invasions give rise to a variety of direct and indirect effects on non-ant taxa. Invasive ants compete with and prey upon a diversity of other organisms, including some vertebrates, and may enter into or disrupt mutualistic interactions with numerous plants and other insects. Experimental studies and research focused on the native range ecology of invasive ants will be especially valuable contributions to this field of study.",2
"X.ISI.000168769100002","Individual versus social complexity, with particular reference to ant colonies","Anderson, C and McShea, DW","BIOLOGICAL REVIEWS","1464-7931","76","2","211-237","2001","10.1017/S1464793101005656","Insect societies - colonies of ants, bees, wasps and termites - vary enormously in their social complexity. Social complexity is a broadly used term that encompasses many individual and colony-level traits and characteristics such as colony size, polymorphism and foraging strategy. A number of earlier studies have considered the relationships among various correlates of social complexity in insect societies; in this review, we build upon those studies by proposing additional correlates and show how all correlates can be integrated in a common explanatory framework. The various correlates are divided among four broad categories (sections). Under `polyphenism' we consider the differences among individuals, in particular focusing upon `caste' and specialization of individuals. This is followed by a section on `totipotency' in which we consider the autonomy and subjugation of individuals. Under this heading we consider various aspects such as intracolony conflict, worker reproductive potential and physiological or morphological restrictions which limit individuals' capacities to perform a range of tasks or functions. A section entitled `organization of work' considers a variety of aspects, e.g. the ability to tackle group, team or partitioned tasks, foraging strategies and colony reliability and efficiency. A final section, `communication and functional integration', considers how individual activity is coordinated to produce an integrated and adaptive colony. Within each section we use illustrative examples drawn from the social insect literature (mostly from ants, for which there is the best data) to illustrate concepts or trends and make a number of predictions concerning how a particular trait is expected to correlate with other aspects of social complexity. Within each section we also expand the scope of the arguments to consider these relationships in a much broader sense of `sociality' by drawing parallels with other `social' entities such as multicellular individuals, which can be understood as `societies' of cells. The aim is to draw out any parallels and common causal relationships among the correlates. Two themes run through the study. The first is the role of colony size as an important factor affecting social complexity. The second is the complexity of individual workers in relation to the complexity of the colony. Consequently, this is an ideal opportunity to test a previously proposed hypothesis that `individuals of highly social ant species are less complex than individuals from simple ant species' in light of numerous social correlates. Our findings support this hypothesis. In summary, we conclude that, in general, complex societies are characterized by large colony size, worker polymorphism, strong behavioural specialization and loss of totipotency in its workers, low individual complexity, decentralized colony control and high system redundancy, low individual competence, a high degree of worker cooperation when tackling tasks, group foraging strategies, high tempo, multi-chambered tailor-made nests, high functional integration, relatively greater use of cues and modulatory signals to coordinate individuals and heterogeneous patterns of worker-worker interaction.",2
"X.ISI.000168325500007","State-dependent sentinels: an experimental study in the Arabian babbler","Wright, J and Maklakov, AA and Khazin, V","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","268","1469","821-826","2001","10.1098/rspb.2000.1574","Natural patterns of cooperative sentinel behaviour in Arabian babblers. Turdoides squamiceps have proven consistent with state-dependent models of individually selfish anti-predator strategies. Here we demonstrate experimentally that sentinel effort within groups is determined simply hy individual state. The two highest-ranking males in eight groups were separately fed a supplement of mealworms each for one day at a time. Control days before and after each treatment confirmed that Ilo carry-over effects occurred, and that most normal sentinel activity was carried our by alpha males, then beta males and then by. the rest of the group. When supplemented. both alpha and beta males exhibited similar marked increases in sentinel activity relative to control days. Unsupplemented males and the rest of the group incompletely compensated for these increases with reductions in sentinel effort. Differences in individual bod! mass within groups reflected natural and experimental variation in sentinel effort. Alpha and beta males weighed more than other group members, and gained mass only when supplementally fed. There was no evidence either for competitive sentinel behaviour, nor for an); increased interference between malts during the supplementation treatments. These results therefore provide strong evidence in support of the state-dependent approach to cooperative sentinel behaviour.",2
"X.ISI.000168672400015","Cooperation and conflict in ant foundress associations: insights from geographical variation","Cahan, SH","ANIMAL BEHAVIOUR","0003-3472","61","4","819-825","2001","10.1006/anbe.2000.1671","Sociality can promote both cooperation and competition. although we assume social organisms possess adaptations that allow them to form groups and deal with within-group conflicts, these are often subtle and difficult to detect. Using a simple form of sociality displayed by young ant foundresses of the desert-seed-harvester ant, Messor pergandei, as a model system, I exploited intraspecific geographic variation in social behaviour to investigate how the social, context has altered individual behavioural strategies. I created social groups composed of two normally nonsocial foundresses, normally social foundresses and mixed groups, and compared foundresses' aggression and willingness to invest resources towards colony productivity. Nonsocial foundresses, presumably not adapted to social life, invested significantly more resources into colony growth than normally social foundresses, and experienced reduced survivorship in mixed groups. In contrast, social foundresses displayed two novel competitive behavioural strategies when confronted with nonsocial partners: retaliatory aggression and egg consumption. These results document that the evolution of social behaviour, rather than promoting cooperation, is driven by the evolution of competitive;e strategies designed to exploit group members and reduce the risk of being exploited by others. (C) 2001 The Association for the Study of Animal Behaviour.",2
"X.ISI.000168003400001","Cooperation and conflict in the evolution of multicellularity","Michod, RE and Roze, D","HEREDITY","0018-067X","86","1","1-7","2001","10.1046/j.1365-2540.2001.00808.x","Multicellular organisms probably originated as groups of cells formed in several ways, including cell proliferation from a group of founder cells and aggregation. Cooperation among cells benefits the group, but may be costly (altruistic) or beneficial (synergistic) to individual cooperating cells. In this paper, we study conflict mediation, the process by which genetic modifiers evolve that enhance cooperation by altering the parameters of development or rules of formation of cell groups. We are particularly interested in the conditions under which these modifiers lead to a new higher-level unit of selection with increased cooperation among group members and heritable variation in fitness at the group level. By sculpting the fitness variation and opportunity for selection at the two levels, conflict modifiers create new functions at the organism level. An organism is more than a group of cooperating cells related by common descent; organisms require adaptations that regulate conflict within. Otherwise their continued evolution is frustrated by the: creation of within-organism variation and conflict between levels of selection. The evolution of conflict modifiers is a necessary prerequisite to the emergence of individuality and the continued well being of the organism. Conflict leads - through the evolution of adaptations that reduce it - to greater individuality and harmony for the organism.",2
"X.ISI.000168017600017","Small-scale spatial heterogeneity in infection levels by symbionts of the amphipod Talorchestia quoyana (Talitridae)","Poulin, R and Rate, SR","MARINE ECOLOGY PROGRESS SERIES","0171-8630","212",NA,"211-216","2001","10.3354/meps212211","The beach hopper amphipod Talorchestia quoyana is not distributed homogeneously in its sandy beach habitat, but instead occurs in dense patches under large pieces of tidal debris. This marked patchiness on a scale of just a few metres may create a higher level of aggregation among hosts for the symbionts and parasites of beach hoppers. Prevalence of infection by a mermithid nematode parasite varied significantly among 5 beach hopper patches, located within a few hundred metres of one another, on a New Zealand sandy beach. Similarly, the prevalence and mean intensity of infection by rhabditid nematodes and mites also varied significantly among beach hopper patches. This variation is not due to differences in amphipod sizes among patches, as the effect of size was controlled in the analysis. The symbionts and parasites were aggregated among individual amphipods within patches, with rhabditid nematodes also aggregated among patches, reflecting a higher, independent scale of aggregation. There were also positive associations between rhabditid nematodes and both mermithid nematodes and mites across host individuals, suggesting that individual variation among amphipods in susceptibility to symbionts may account for their aggregation within patches. These results indicate that the loosely fragmented distribution of beach hoppers is linked to a higher scale aggregation of their parasites and symbionts, a phenomenon that may impact on their population biology and that of the host.",2
"X.ISI.000088212200005","Hot spots, cold spots, and the geographic mosaic theory of coevolution","Gomulkiewicz, R and Thompson, JN and Holt, RD and Nuismer, SL and Hochberg, ME","AMERICAN NATURALIST","0003-0147","156","2","156-174","2000","10.1086/303382","Species interactions commonly coevolve as complex geographic mosaics of populations shaped by differences in local selection and gene flow. We use a haploid matching-alleles model for coevolution to evaluate how a pair of species coevolves when fitness interactions are reciprocal in some locations ({''}hot spots{''}) but not in others ({''}cold spots{''}). Our analyses consider mutualistic and antagonistic interspecific interactions and a variety of gene Dow patterns between hot and cold spots. We found that hot and cold spots together with gene flow influence coevolutionary dynamics in four important ways. First, hot spots need not be ubiquitous to have a global influence on evolution, although rare hat spots wilt not have a disproportionate impact unless selection is relatively strong there. Second, asymmetries in gene flow can influence local adaptation, sometimes creating stable equilibria at which species experience minimal fitness in hot spots and maximal fitness in cold spots, or vice versa. Third, asymmetries in gene flow are no more important than asymmetries in population regulation for determining the maintenance of local polymorphisms through coevolution. Fourth, intraspecific allele frequency differences among hot and cold spot populations evolve under some, but not all, conditions. That is, selection mosaics are indeed capable of producing spatially variable coevolutionary outcomes across the landscapes over which species interact. Altogether, our analyses indicate that coevolutionary trajectories can be strongly shaped by the geographic distribution of coevolutionary hot and cold spots, and by the pattern of gene flow among populations.",2
"X.ISI.000084728300015","Interacting influence of mycorrhizal symbiosis and competition on plant diversity in tallgrass prairie","Smith, MD and Hartnett, DC and Wilson, GWT","OECOLOGIA","0029-8549","121","4","574-582","1999","10.1007/s004420050964","In tallgrass prairie, plant species interactions regulated by their associated mycorrhizal fungi may be important forces that influence species coexistence and community structure; however, the mechanisms and magnitude of these interactions remain unknown. The objective of this study was to determine how interspecific competition, mycorrhizal symbiosis, and their interactions influence plant community structure. We conducted a factorial experiment, which incorporated manipulations of abundance of dominant competitors, Andropogon gerardii and Sorghastrum nutans, and suppression of mycorrhizal symbiosis using the fungicide benomyl under two fire regimes (annual and 4-year burn intervals). Removal of the two dominant C-4 grass species altered the community structure, increased plant species richness, diversity, and evenness, and increased abundance of subdominant graminoid and forb species. Suppression of mycorrhizal fungi resulted in smaller shifts in community structure, although plant species richness and diversity increased. Responses of individual plant species were associated with their degree of mycorrhizal responsiveness: highly mycorrhizal responsive species decreased in abundance and less mycorrhizal responsive species increased in abundance. The combination of dominant-grass removal and mycorrhizal suppression treatments interacted to increase synergistically the abundance of several species, indicating that both processes influence species interactions and community organization in tallgrass prairie. These results provide evidence that mycorrhizal fungi affect plant communities indirectly by influencing the pattern and strength of plant competitive interactions. Burning strongly influenced the outcome of these interactions, which suggests that plant species diversity in tallgrass prairie is influenced by a complex array of interacting processes, including both competition and mycorrhizal symbiosis.",2
"X.ISI.000084542600013","Social bonds and genetic ties: Kinship association and affiliation in a community of bonobos (Pan paniscus)","Hohmann, G and Gerloff, U and Tautz, D and Fruth, B","BEHAVIOUR","0005-7959","136","9","1219-1235","1999","10.1163/156853999501739","Studies of captive populations of bonobos suggest that females are more gregarious than males. This seems to contradict assumed sex-differences in kinship deriving from a species-typical dispersal pattern of female exogamy and male philopatry. Here we present data on spatial associations and affiliative relations among members of one wild community (Eyengo) for which genetic relationships were identified by analysing mitochondrial and nuclear DNA. Our data from Lomako confirm the existence of spatial associations among resident females. In addition, they reveal strong social bonds between males and females. While most female-female associations did not last longer than one field season, long-term associations occurred predominantly between mixed-sex dyads and involved both close kin and unrelated individuals. Differences in social grooming appeared to be related to patterns of spatial association rather than to kinship. It is suggested that under natural conditions social organisation of bonobos is characterised by strong inter-sexual bonds. Males may benefit from bonding with females by increased reproductive success via rank acquisition. For females benefits may derive from inclusive fitness and reduced food competition. Preliminary evidence suggests that females also may benefit from protection by resident males against male intruders.",2
